# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;szeroko uśmiechnięta twarz;roześmiana buźka|szeroko uśmiechnięta twarz
	👩🏿‍❤️‍💋‍👩🏻;pocałunek: kobieta, kobieta, karnacja ciemna i karnacja jasna;karnacja ciemna|karnacja jasna|kobieta|miłość|para|pocałunek|pocałunek: kobieta, kobieta, karnacja ciemna i karnacja jasna|zakochani
	👩🏿‍❤️‍💋‍👩🏼;pocałunek: kobieta, kobieta, karnacja ciemna i karnacja średnio jasna;karnacja ciemna|karnacja średnio jasna|kobieta|miłość|para|pocałunek|pocałunek: kobieta, kobieta, karnacja ciemna i karnacja średnio jasna|zakochani
	👩🏿‍❤️‍💋‍👩🏽;pocałunek: kobieta, kobieta, karnacja ciemna i karnacja średnia;karnacja ciemna|karnacja średnia|kobieta|miłość|para|pocałunek|pocałunek: kobieta, kobieta, karnacja ciemna i karnacja średnia|zakochani
	👩🏿‍❤️‍💋‍👩🏾;pocałunek: kobieta, kobieta, karnacja ciemna i karnacja średnio ciemna;karnacja ciemna|karnacja średnio ciemna|kobieta|miłość|para|pocałunek|pocałunek: kobieta, kobieta, karnacja ciemna i karnacja średnio ciemna|zakochani
	👩🏿‍❤️‍💋‍👩🏿;pocałunek: kobieta, kobieta i karnacja ciemna;karnacja ciemna|kobieta|miłość|para|pocałunek|pocałunek: kobieta, kobieta i karnacja ciemna|zakochani
💑;para z sercem;miłość|para|para z sercem|pocałunek|zakochani
	💑🏻;para z sercem: karnacja jasna;karnacja jasna|miłość|para|para z sercem|para z sercem: karnacja jasna|pocałunek|zakochani
	💑🏼;para z sercem: karnacja średnio jasna;karnacja średnio jasna|miłość|para|para z sercem|para z sercem: karnacja średnio jasna|pocałunek|zakochani
	💑🏽;para z sercem: karnacja średnia;karnacja średnia|miłość|para|para z sercem|para z sercem: karnacja średnia|pocałunek|zakochani
	💑🏾;para z sercem: karnacja średnio ciemna;karnacja średnio ciemna|miłość|para|para z sercem|para z sercem: karnacja średnio ciemna|pocałunek|zakochani
	💑🏿;para z sercem: karnacja ciemna;karnacja ciemna|miłość|para|para z sercem|para z sercem: karnacja ciemna|pocałunek|zakochani
	🧑🏻‍❤️‍🧑🏼;para z sercem: dorosły, dorosły, karnacja jasna i karnacja średnio jasna;dorosły|karnacja jasna|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja jasna i karnacja średnio jasna|pocałunek|zakochani
	🧑🏻‍❤️‍🧑🏽;para z sercem: dorosły, dorosły, karnacja jasna i karnacja średnia;dorosły|karnacja jasna|karnacja średnia|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja jasna i karnacja średnia|pocałunek|zakochani
	🧑🏻‍❤️‍🧑🏾;para z sercem: dorosły, dorosły, karnacja jasna i karnacja średnio ciemna;dorosły|karnacja jasna|karnacja średnio ciemna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja jasna i karnacja średnio ciemna|pocałunek|zakochani
	🧑🏻‍❤️‍🧑🏿;para z sercem: dorosły, dorosły, karnacja jasna i karnacja ciemna;dorosły|karnacja ciemna|karnacja jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja jasna i karnacja ciemna|pocałunek|zakochani
	🧑🏼‍❤️‍🧑🏻;para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja jasna;dorosły|karnacja jasna|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja jasna|pocałunek|zakochani
	🧑🏼‍❤️‍🧑🏽;para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja średnia;dorosły|karnacja średnia|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja średnia|pocałunek|zakochani
	🧑🏼‍❤️‍🧑🏾;para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja średnio ciemna;dorosły|karnacja średnio ciemna|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja średnio ciemna|pocałunek|zakochani
	🧑🏼‍❤️‍🧑🏿;para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja ciemna;dorosły|karnacja ciemna|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio jasna i karnacja ciemna|pocałunek|zakochani
	🧑🏽‍❤️‍🧑🏻;para z sercem: dorosły, dorosły, karnacja średnia i karnacja jasna;dorosły|karnacja jasna|karnacja średnia|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnia i karnacja jasna|pocałunek|zakochani
	🧑🏽‍❤️‍🧑🏼;para z sercem: dorosły, dorosły, karnacja średnia i karnacja średnio jasna;dorosły|karnacja średnia|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnia i karnacja średnio jasna|pocałunek|zakochani
	🧑🏽‍❤️‍🧑🏾;para z sercem: dorosły, dorosły, karnacja średnia i karnacja średnio ciemna;dorosły|karnacja średnia|karnacja średnio ciemna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnia i karnacja średnio ciemna|pocałunek|zakochani
	🧑🏽‍❤️‍🧑🏿;para z sercem: dorosły, dorosły, karnacja średnia i karnacja ciemna;dorosły|karnacja ciemna|karnacja średnia|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnia i karnacja ciemna|pocałunek|zakochani
	🧑🏾‍❤️‍🧑🏻;para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja jasna;dorosły|karnacja jasna|karnacja średnio ciemna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja jasna|pocałunek|zakochani
	🧑🏾‍❤️‍🧑🏼;para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja średnio jasna;dorosły|karnacja średnio ciemna|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja średnio jasna|pocałunek|zakochani
	🧑🏾‍❤️‍🧑🏽;para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja średnia;dorosły|karnacja średnia|karnacja średnio ciemna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja średnia|pocałunek|zakochani
	🧑🏾‍❤️‍🧑🏿;para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja ciemna;dorosły|karnacja ciemna|karnacja średnio ciemna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja średnio ciemna i karnacja ciemna|pocałunek|zakochani
	🧑🏿‍❤️‍🧑🏻;para z sercem: dorosły, dorosły, karnacja ciemna i karnacja jasna;dorosły|karnacja ciemna|karnacja jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja ciemna i karnacja jasna|pocałunek|zakochani
	🧑🏿‍❤️‍🧑🏼;para z sercem: dorosły, dorosły, karnacja ciemna i karnacja średnio jasna;dorosły|karnacja ciemna|karnacja średnio jasna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja ciemna i karnacja średnio jasna|pocałunek|zakochani
	🧑🏿‍❤️‍🧑🏽;para z sercem: dorosły, dorosły, karnacja ciemna i karnacja średnia;dorosły|karnacja ciemna|karnacja średnia|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja ciemna i karnacja średnia|pocałunek|zakochani
	🧑🏿‍❤️‍🧑🏾;para z sercem: dorosły, dorosły, karnacja ciemna i karnacja średnio ciemna;dorosły|karnacja ciemna|karnacja średnio ciemna|miłość|para|para z sercem|para z sercem: dorosły, dorosły, karnacja ciemna i karnacja średnio ciemna|pocałunek|zakochani
👩‍❤️‍👨;para z sercem: kobieta i mężczyzna;kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta i mężczyzna|pocałunek|zakochani
	👩🏻‍❤️‍👨🏻;para z sercem: kobieta, mężczyzna i karnacja jasna;karnacja jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna i karnacja jasna|pocałunek|zakochani
	👩🏻‍❤️‍👨🏼;para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja średnio jasna;karnacja jasna|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja średnio jasna|pocałunek|zakochani
	👩🏻‍❤️‍👨🏽;para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja średnia;karnacja jasna|karnacja średnia|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja średnia|pocałunek|zakochani
	👩🏻‍❤️‍👨🏾;para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja średnio ciemna;karnacja jasna|karnacja średnio ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja średnio ciemna|pocałunek|zakochani
	👩🏻‍❤️‍👨🏿;para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja ciemna;karnacja ciemna|karnacja jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja jasna i karnacja ciemna|pocałunek|zakochani
	👩🏼‍❤️‍👨🏻;para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja jasna;karnacja jasna|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja jasna|pocałunek|zakochani
	👩🏼‍❤️‍👨🏼;para z sercem: kobieta, mężczyzna i karnacja średnio jasna;karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna i karnacja średnio jasna|pocałunek|zakochani
	👩🏼‍❤️‍👨🏽;para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja średnia;karnacja średnia|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja średnia|pocałunek|zakochani
	👩🏼‍❤️‍👨🏾;para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja średnio ciemna;karnacja średnio ciemna|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja średnio ciemna|pocałunek|zakochani
	👩🏼‍❤️‍👨🏿;para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja ciemna;karnacja ciemna|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio jasna i karnacja ciemna|pocałunek|zakochani
	👩🏽‍❤️‍👨🏻;para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja jasna;karnacja jasna|karnacja średnia|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja jasna|pocałunek|zakochani
	👩🏽‍❤️‍👨🏼;para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja średnio jasna;karnacja średnia|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja średnio jasna|pocałunek|zakochani
	👩🏽‍❤️‍👨🏽;para z sercem: kobieta, mężczyzna i karnacja średnia;karnacja średnia|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna i karnacja średnia|pocałunek|zakochani
	👩🏽‍❤️‍👨🏾;para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja średnio ciemna;karnacja średnia|karnacja średnio ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja średnio ciemna|pocałunek|zakochani
	👩🏽‍❤️‍👨🏿;para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja ciemna;karnacja ciemna|karnacja średnia|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnia i karnacja ciemna|pocałunek|zakochani
	👩🏾‍❤️‍👨🏻;para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja jasna;karnacja jasna|karnacja średnio ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja jasna|pocałunek|zakochani
	👩🏾‍❤️‍👨🏼;para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja średnio jasna;karnacja średnio ciemna|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja średnio jasna|pocałunek|zakochani
	👩🏾‍❤️‍👨🏽;para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja średnia;karnacja średnia|karnacja średnio ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja średnia|pocałunek|zakochani
	👩🏾‍❤️‍👨🏾;para z sercem: kobieta, mężczyzna i karnacja średnio ciemna;karnacja średnio ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna i karnacja średnio ciemna|pocałunek|zakochani
	👩🏾‍❤️‍👨🏿;para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja ciemna;karnacja ciemna|karnacja średnio ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja średnio ciemna i karnacja ciemna|pocałunek|zakochani
	👩🏿‍❤️‍👨🏻;para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja jasna;karnacja ciemna|karnacja jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja jasna|pocałunek|zakochani
	👩🏿‍❤️‍👨🏼;para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja średnio jasna;karnacja ciemna|karnacja średnio jasna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja średnio jasna|pocałunek|zakochani
	👩🏿‍❤️‍👨🏽;para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja średnia;karnacja ciemna|karnacja średnia|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja średnia|pocałunek|zakochani
	👩🏿‍❤️‍👨🏾;para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja średnio ciemna;karnacja ciemna|karnacja średnio ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna, karnacja ciemna i karnacja średnio ciemna|pocałunek|zakochani
	👩🏿‍❤️‍👨🏿;para z sercem: kobieta, mężczyzna i karnacja ciemna;karnacja ciemna|kobieta|mężczyzna|miłość|para|para z sercem|para z sercem: kobieta, mężczyzna i karnacja ciemna|pocałunek|zakochani
👨‍❤️‍👨;para z sercem: mężczyzna i mężczyzna;mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna i mężczyzna|pocałunek|zakochani
	👨🏻‍❤️‍👨🏻;para z sercem: mężczyzna, mężczyzna i karnacja jasna;karnacja jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna i karnacja jasna|pocałunek|zakochani
	👨🏻‍❤️‍👨🏼;para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja średnio jasna;karnacja jasna|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja średnio jasna|pocałunek|zakochani
	👨🏻‍❤️‍👨🏽;para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja średnia;karnacja jasna|karnacja średnia|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja średnia|pocałunek|zakochani
	👨🏻‍❤️‍👨🏾;para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja średnio ciemna;karnacja jasna|karnacja średnio ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja średnio ciemna|pocałunek|zakochani
	👨🏻‍❤️‍👨🏿;para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja ciemna;karnacja ciemna|karnacja jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja jasna i karnacja ciemna|pocałunek|zakochani
	👨🏼‍❤️‍👨🏻;para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja jasna;karnacja jasna|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja jasna|pocałunek|zakochani
	👨🏼‍❤️‍👨🏼;para z sercem: mężczyzna, mężczyzna i karnacja średnio jasna;karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna i karnacja średnio jasna|pocałunek|zakochani
	👨🏼‍❤️‍👨🏽;para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja średnia;karnacja średnia|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja średnia|pocałunek|zakochani
	👨🏼‍❤️‍👨🏾;para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja średnio ciemna;karnacja średnio ciemna|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja średnio ciemna|pocałunek|zakochani
	👨🏼‍❤️‍👨🏿;para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja ciemna;karnacja ciemna|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio jasna i karnacja ciemna|pocałunek|zakochani
	👨🏽‍❤️‍👨🏻;para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja jasna;karnacja jasna|karnacja średnia|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja jasna|pocałunek|zakochani
	👨🏽‍❤️‍👨🏼;para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja średnio jasna;karnacja średnia|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja średnio jasna|pocałunek|zakochani
	👨🏽‍❤️‍👨🏽;para z sercem: mężczyzna, mężczyzna i karnacja średnia;karnacja średnia|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna i karnacja średnia|pocałunek|zakochani
	👨🏽‍❤️‍👨🏾;para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja średnio ciemna;karnacja średnia|karnacja średnio ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja średnio ciemna|pocałunek|zakochani
	👨🏽‍❤️‍👨🏿;para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja ciemna;karnacja ciemna|karnacja średnia|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnia i karnacja ciemna|pocałunek|zakochani
	👨🏾‍❤️‍👨🏻;para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja jasna;karnacja jasna|karnacja średnio ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja jasna|pocałunek|zakochani
	👨🏾‍❤️‍👨🏼;para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja średnio jasna;karnacja średnio ciemna|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja średnio jasna|pocałunek|zakochani
	👨🏾‍❤️‍👨🏽;para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja średnia;karnacja średnia|karnacja średnio ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja średnia|pocałunek|zakochani
	👨🏾‍❤️‍👨🏾;para z sercem: mężczyzna, mężczyzna i karnacja średnio ciemna;karnacja średnio ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna i karnacja średnio ciemna|pocałunek|zakochani
	👨🏾‍❤️‍👨🏿;para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja ciemna;karnacja ciemna|karnacja średnio ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja średnio ciemna i karnacja ciemna|pocałunek|zakochani
	👨🏿‍❤️‍👨🏻;para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja jasna;karnacja ciemna|karnacja jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja jasna|pocałunek|zakochani
	👨🏿‍❤️‍👨🏼;para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja średnio jasna;karnacja ciemna|karnacja średnio jasna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja średnio jasna|pocałunek|zakochani
	👨🏿‍❤️‍👨🏽;para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja średnia;karnacja ciemna|karnacja średnia|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja średnia|pocałunek|zakochani
	👨🏿‍❤️‍👨🏾;para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja średnio ciemna;karnacja ciemna|karnacja średnio ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna, karnacja ciemna i karnacja średnio ciemna|pocałunek|zakochani
	👨🏿‍❤️‍👨🏿;para z sercem: mężczyzna, mężczyzna i karnacja ciemna;karnacja ciemna|mężczyzna|miłość|para|para z sercem|para z sercem: mężczyzna, mężczyzna i karnacja ciemna|pocałunek|zakochani
👩‍❤️‍👩;para z sercem: kobieta i kobieta;kobieta|miłość|para|para z sercem|para z sercem: kobieta i kobieta|pocałunek|zakochani
	👩🏻‍❤️‍👩🏻;para z sercem: kobieta, kobieta i karnacja jasna;karnacja jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta i karnacja jasna|pocałunek|zakochani
	👩🏻‍❤️‍👩🏼;para z sercem: kobieta, kobieta, karnacja jasna i karnacja średnio jasna;karnacja jasna|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja jasna i karnacja średnio jasna|pocałunek|zakochani
	👩🏻‍❤️‍👩🏽;para z sercem: kobieta, kobieta, karnacja jasna i karnacja średnia;karnacja jasna|karnacja średnia|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja jasna i karnacja średnia|pocałunek|zakochani
	👩🏻‍❤️‍👩🏾;para z sercem: kobieta, kobieta, karnacja jasna i karnacja średnio ciemna;karnacja jasna|karnacja średnio ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja jasna i karnacja średnio ciemna|pocałunek|zakochani
	👩🏻‍❤️‍👩🏿;para z sercem: kobieta, kobieta, karnacja jasna i karnacja ciemna;karnacja ciemna|karnacja jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja jasna i karnacja ciemna|pocałunek|zakochani
	👩🏼‍❤️‍👩🏻;para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja jasna;karnacja jasna|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja jasna|pocałunek|zakochani
	👩🏼‍❤️‍👩🏼;para z sercem: kobieta, kobieta i karnacja średnio jasna;karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta i karnacja średnio jasna|pocałunek|zakochani
	👩🏼‍❤️‍👩🏽;para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja średnia;karnacja średnia|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja średnia|pocałunek|zakochani
	👩🏼‍❤️‍👩🏾;para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja średnio ciemna;karnacja średnio ciemna|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja średnio ciemna|pocałunek|zakochani
	👩🏼‍❤️‍👩🏿;para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja ciemna;karnacja ciemna|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio jasna i karnacja ciemna|pocałunek|zakochani
	👩🏽‍❤️‍👩🏻;para z sercem: kobieta, kobieta, karnacja średnia i karnacja jasna;karnacja jasna|karnacja średnia|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnia i karnacja jasna|pocałunek|zakochani
	👩🏽‍❤️‍👩🏼;para z sercem: kobieta, kobieta, karnacja średnia i karnacja średnio jasna;karnacja średnia|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnia i karnacja średnio jasna|pocałunek|zakochani
	👩🏽‍❤️‍👩🏽;para z sercem: kobieta, kobieta i karnacja średnia;karnacja średnia|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta i karnacja średnia|pocałunek|zakochani
	👩🏽‍❤️‍👩🏾;para z sercem: kobieta, kobieta, karnacja średnia i karnacja średnio ciemna;karnacja średnia|karnacja średnio ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnia i karnacja średnio ciemna|pocałunek|zakochani
	👩🏽‍❤️‍👩🏿;para z sercem: kobieta, kobieta, karnacja średnia i karnacja ciemna;karnacja ciemna|karnacja średnia|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnia i karnacja ciemna|pocałunek|zakochani
	👩🏾‍❤️‍👩🏻;para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja jasna;karnacja jasna|karnacja średnio ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja jasna|pocałunek|zakochani
	👩🏾‍❤️‍👩🏼;para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja średnio jasna;karnacja średnio ciemna|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja średnio jasna|pocałunek|zakochani
	👩🏾‍❤️‍👩🏽;para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja średnia;karnacja średnia|karnacja średnio ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja średnia|pocałunek|zakochani
	👩🏾‍❤️‍👩🏾;para z sercem: kobieta, kobieta i karnacja średnio ciemna;karnacja średnio ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta i karnacja średnio ciemna|pocałunek|zakochani
	👩🏾‍❤️‍👩🏿;para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja ciemna;karnacja ciemna|karnacja średnio ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja średnio ciemna i karnacja ciemna|pocałunek|zakochani
	👩🏿‍❤️‍👩🏻;para z sercem: kobieta, kobieta, karnacja ciemna i karnacja jasna;karnacja ciemna|karnacja jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja ciemna i karnacja jasna|pocałunek|zakochani
