# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;wyneb yn gwenu â cheg agored;lledwenu|wyneb|wyneb yn gwenu â cheg agored
	👨🏻‍❤️‍👨🏾;pâr a chalon: dyn, dyn, arlliw croen golau, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arlliw croen golau|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen golau, arlliw croen canolig-tywyll
	👨🏻‍❤️‍👨🏿;pâr a chalon: dyn, dyn, arlliw croen golau, arlliw croen tywyll;arlliw croen golau|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen golau, arlliw croen tywyll
	👨🏼‍❤️‍👨🏻;pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen golau;arlliw croen canolig-golau|arlliw croen golau|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen golau
	👨🏼‍❤️‍👨🏼;pâr a chalon: dyn, dyn, arlliw croen canolig-golau;arlliw croen canolig-golau|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-golau
	👨🏼‍❤️‍👨🏽;pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen canolog;arlliw croen canolig-golau|arlliw croen canolog|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen canolog
	👨🏼‍❤️‍👨🏾;pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen canolig-tywyll;arlliw croen canolig-golau|arlliw croen canolig-tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen canolig-tywyll
	👨🏼‍❤️‍👨🏿;pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen tywyll;arlliw croen canolig-golau|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-golau, arlliw croen tywyll
	👨🏽‍❤️‍👨🏻;pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen golau;arlliw croen canolog|arlliw croen golau|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen golau
	👨🏽‍❤️‍👨🏼;pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen canolig-golau;arlliw croen canolig-golau|arlliw croen canolog|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen canolig-golau
	👨🏽‍❤️‍👨🏽;pâr a chalon: dyn, dyn, arlliw croen canolog;arlliw croen canolog|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolog
	👨🏽‍❤️‍👨🏾;pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arlliw croen canolog|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen canolig-tywyll
	👨🏽‍❤️‍👨🏿;pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen tywyll;arlliw croen canolog|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolog, arlliw croen tywyll
	👨🏾‍❤️‍👨🏻;pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen golau;arlliw croen canolig-tywyll|arlliw croen golau|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen golau
	👨🏾‍❤️‍👨🏼;pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen canolig-golau;arlliw croen canolig-golau|arlliw croen canolig-tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen canolig-golau
	👨🏾‍❤️‍👨🏽;pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen canolog;arlliw croen canolig-tywyll|arlliw croen canolog|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen canolog
	👨🏾‍❤️‍👨🏾;pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll
	👨🏾‍❤️‍👨🏿;pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen tywyll;arlliw croen canolig-tywyll|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen canolig-tywyll, arlliw croen tywyll
	👨🏿‍❤️‍👨🏻;pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen golau;arlliw croen golau|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen golau
	👨🏿‍❤️‍👨🏼;pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen canolig-golau;arlliw croen canolig-golau|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen canolig-golau
	👨🏿‍❤️‍👨🏽;pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen canolog;arlliw croen canolog|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen canolog
	👨🏿‍❤️‍👨🏾;pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen tywyll, arlliw croen canolig-tywyll
	👨🏿‍❤️‍👨🏿;pâr a chalon: dyn, dyn, arlliw croen tywyll;arlliw croen tywyll|calon|cariad|dyn|pâr|pâr a chalon|pâr a chalon: dyn, dyn, arlliw croen tywyll
👩‍❤️‍👩;pâr a chalon: menyw, menyw;calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw
	👩🏻‍❤️‍👩🏻;pâr a chalon: menyw, menyw, arlliw croen golau;arlliw croen golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen golau
	👩🏻‍❤️‍👩🏼;pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen canolig-golau;arlliw croen canolig-golau|arlliw croen golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen canolig-golau
	👩🏻‍❤️‍👩🏽;pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen canolog;arlliw croen canolog|arlliw croen golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen canolog
	👩🏻‍❤️‍👩🏾;pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arlliw croen golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen canolig-tywyll
	👩🏻‍❤️‍👩🏿;pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen tywyll;arlliw croen golau|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen golau, arlliw croen tywyll
	👩🏼‍❤️‍👩🏻;pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen golau;arlliw croen canolig-golau|arlliw croen golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen golau
	👩🏼‍❤️‍👩🏼;pâr a chalon: menyw, menyw, arlliw croen canolig-golau;arlliw croen canolig-golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-golau
	👩🏼‍❤️‍👩🏽;pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen canolog;arlliw croen canolig-golau|arlliw croen canolog|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen canolog
	👩🏼‍❤️‍👩🏾;pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen canolig-tywyll;arlliw croen canolig-golau|arlliw croen canolig-tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen canolig-tywyll
	👩🏼‍❤️‍👩🏿;pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen tywyll;arlliw croen canolig-golau|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-golau, arlliw croen tywyll
	👩🏽‍❤️‍👩🏻;pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen golau;arlliw croen canolog|arlliw croen golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen golau
	👩🏽‍❤️‍👩🏼;pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen canolig-golau;arlliw croen canolig-golau|arlliw croen canolog|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen canolig-golau
	👩🏽‍❤️‍👩🏽;pâr a chalon: menyw, menyw, arlliw croen canolog;arlliw croen canolog|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolog
	👩🏽‍❤️‍👩🏾;pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arlliw croen canolog|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen canolig-tywyll
	👩🏽‍❤️‍👩🏿;pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen tywyll;arlliw croen canolog|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolog, arlliw croen tywyll
	👩🏾‍❤️‍👩🏻;pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen golau;arlliw croen canolig-tywyll|arlliw croen golau|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen golau
	👩🏾‍❤️‍👩🏼;pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen canolig-golau;arlliw croen canolig-golau|arlliw croen canolig-tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen canolig-golau
	👩🏾‍❤️‍👩🏽;pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen canolog;arlliw croen canolig-tywyll|arlliw croen canolog|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen canolog
	👩🏾‍❤️‍👩🏾;pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll
	👩🏾‍❤️‍👩🏿;pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen tywyll;arlliw croen canolig-tywyll|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen canolig-tywyll, arlliw croen tywyll
	👩🏿‍❤️‍👩🏻;pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen golau;arlliw croen golau|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen golau
	👩🏿‍❤️‍👩🏼;pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen canolig-golau;arlliw croen canolig-golau|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen canolig-golau
	👩🏿‍❤️‍👩🏽;pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen canolog;arlliw croen canolog|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen canolog
	👩🏿‍❤️‍👩🏾;pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen tywyll, arlliw croen canolig-tywyll
	👩🏿‍❤️‍👩🏿;pâr a chalon: menyw, menyw, arlliw croen tywyll;arlliw croen tywyll|calon|cariad|menyw|pâr|pâr a chalon|pâr a chalon: menyw, menyw, arlliw croen tywyll
👨‍👩‍👦;teulu: dyn, menyw, bachgen;bachgen|dyn|mam|menyw|plentyn|tad|teulu|teulu: dyn, menyw, bachgen
👨‍👩‍👧;teulu: dyn, menyw, merch;dyn|mam|menyw|merch|plentyn|tad|teulu|teulu: dyn, menyw, merch
👨‍👩‍👧‍👦;teulu: dyn, menyw, merch, bachgen;bachgen|dyn|mam|menyw|merch|plentyn|tad|teulu|teulu: dyn, menyw, merch, bachgen
👨‍👩‍👦‍👦;teulu: dyn, menyw, bachgen, bachgen;bachgen|dyn|mam|menyw|plentyn|tad|teulu|teulu: dyn, menyw, bachgen, bachgen
👨‍👩‍👧‍👧;teulu: dyn, menyw, merch, merch;dyn|mam|menyw|merch|plentyn|tad|teulu|teulu: dyn, menyw, merch, merch
👨‍👨‍👦;teulu: dyn, dyn, bachgen;bachgen|dyn|mam|plentyn|tad|teulu|teulu: dyn, dyn, bachgen
👨‍👨‍👧;teulu: dyn, dyn, merch;dyn|mam|merch|plentyn|tad|teulu|teulu: dyn, dyn, merch
👨‍👨‍👧‍👦;teulu: dyn, dyn, merch, bachgen;bachgen|dyn|mam|merch|plentyn|tad|teulu|teulu: dyn, dyn, merch, bachgen
👨‍👨‍👦‍👦;teulu: dyn, dyn, bachgen, bachgen;bachgen|dyn|mam|plentyn|tad|teulu|teulu: dyn, dyn, bachgen, bachgen
👨‍👨‍👧‍👧;teulu: dyn, dyn, merch, merch;dyn|mam|merch|plentyn|tad|teulu|teulu: dyn, dyn, merch, merch
👩‍👩‍👦;teulu: menyw, menyw, bachgen;bachgen|mam|menyw|plentyn|tad|teulu|teulu: menyw, menyw, bachgen
👩‍👩‍👧;teulu: menyw, menyw, merch;mam|menyw|merch|plentyn|tad|teulu|teulu: menyw, menyw, merch
👩‍👩‍👧‍👦;teulu: menyw, menyw, merch, bachgen;bachgen|mam|menyw|merch|plentyn|tad|teulu|teulu: menyw, menyw, merch, bachgen
👩‍👩‍👦‍👦;teulu: menyw, menyw, bachgen, bachgen;bachgen|mam|menyw|plentyn|tad|teulu|teulu: menyw, menyw, bachgen, bachgen
👩‍👩‍👧‍👧;teulu: menyw, menyw, merch, merch;mam|menyw|merch|plentyn|tad|teulu|teulu: menyw, menyw, merch, merch
👨‍👦;teulu: dyn, bachgen;bachgen|dyn|mam|plentyn|tad|teulu|teulu: dyn, bachgen
👨‍👦‍👦;teulu: dyn, bachgen, bachgen;bachgen|dyn|mam|plentyn|tad|teulu|teulu: dyn, bachgen, bachgen
👨‍👧;teulu: dyn, merch;dyn|mam|merch|plentyn|tad|teulu|teulu: dyn, merch
👨‍👧‍👦;teulu: dyn, merch, bachgen;bachgen|dyn|mam|merch|plentyn|tad|teulu|teulu: dyn, merch, bachgen
👨‍👧‍👧;teulu: dyn, merch, merch;dyn|mam|merch|plentyn|tad|teulu|teulu: dyn, merch, merch
👩‍👦;teulu: menyw, bachgen;bachgen|mam|menyw|plentyn|tad|teulu|teulu: menyw, bachgen
👩‍👦‍👦;teulu: menyw, bachgen, bachgen;bachgen|mam|menyw|plentyn|tad|teulu|teulu: menyw, bachgen, bachgen
👩‍👧;teulu: menyw, merch;mam|menyw|merch|plentyn|tad|teulu|teulu: menyw, merch
👩‍👧‍👦;teulu: menyw, merch, bachgen;bachgen|mam|menyw|merch|plentyn|tad|teulu|teulu: menyw, merch, bachgen
👩‍👧‍👧;teulu: menyw, merch, merch;mam|menyw|merch|plentyn|tad|teulu|teulu: menyw, merch, merch
🗣️;pen yn siarad;pen|pen yn siarad|siarad|silwét|wyneb
👤;penddelw mewn silwét;penddelw|penddelw mewn silwét|silwét
👥;penddelwau mewn silwét;penddelw|penddelwau mewn silwét|silwét
🫂;pobl yn cofleidio;cwtsh|diolch|helo|hwyl fawr|pobl yn cofleidio
👪;teulu;mam|plentyn|tad|teulu
🧑‍🧑‍🧒;teulu: oedolyn, oedolyn, plentyn;oedolyn|plentyn|teulu: oedolyn|teulu: oedolyn, oedolyn, plentyn
🧑‍🧑‍🧒‍🧒;teulu: oedolyn, oedolyn, plentyn, plentyn;oedolyn|plentyn|teulu: oedolyn|teulu: oedolyn, oedolyn, plentyn, plentyn
🧑‍🧒;teulu: oedolyn, plentyn;plentyn|teulu: oedolyn|teulu: oedolyn, plentyn
🧑‍🧒‍🧒;teulu: oedolyn, plentyn, plentyn;plentyn|teulu: oedolyn|teulu: oedolyn, plentyn, plentyn
👣;olion traed;corff|dilledyn|olion traed

[animals_nature]
🐵;wyneb mwnci;mwnci|wyneb
🐒;mwnci;mwnci
🦍;gorila;gorila
🦧;orangwtan;epa|orangwtan
🐶;wyneb ci;anifail anwes|ci|wyneb
🐕;ci;anifail anwes|ci
🦮;ci tywys;ci tywys|dall|hygyrchedd|tywys
🐕‍🦺;ci cymorth;ci|cymorth|gwasanaeth|hygyrchedd
🐩;pwdl;ci|pwdl
🐺;blaidd;blaidd|wyneb
🦊;llwynog;llwynog|wyneb
🦝;racŵn;chwilfrydig|racŵn|slei
🐱;wyneb cath;anifail anwes|cath|wyneb
🐈;cath;anifail anwes|cath
🐈‍⬛;cath ddu;anlwcus|cath|cath ddu|du
🦁;wyneb llew;llew|wyneb
🐯;wyneb teigr;teigr|wyneb
🐅;teigr;teigr
🐆;llewpard;llewpard
🐴;wyneb ceffyl;ceffyl|wyneb
🫎;elc;anifail|cyrn|elc|mamal
🫏;asyn;anifail|asyn|burro|mamal|mul|styfnig
🐎;ceffyl;ceffyl|marchogaeth|rasio
🦄;wyneb uncorn;uncorn|wyneb
🦓;sebra;sebra|streipen
🦌;carw;carw
🦬;bual;bual|byfflo|haid|ych gwyllt
🐮;wyneb buwch;buwch|wyneb
🐂;ych;Sidydd|tarw|y Tarw|ych
🐃;byfflo dwr;byfflo|byfflo dwr|dŵr
🐄;buwch;buwch
🐷;wyneb mochyn;mochyn|wyneb
🐖;mochyn;hwch|mochyn
🐗;baedd;baedd|mochyn
🐽;trwyn mochyn;mochyn|trwyn|wyneb
🐏;hwrdd;defaid|gwryw|hwrdd|Sidydd|yr Hwrdd
🐑;dafad;benyw|dafad
🐐;gafr;gafr|Sidydd|yr Afr
🐪;camel;camel|dromedari|twmpath
🐫;camel dau dwmpath;bactriaidd|camel|camel dau dwmpath|twmpath
🦙;lama;alpaca|guanaco|gwlân|lama|vicuña
🦒;jiráff;jiráff|smotiau
🐘;eliffant;eliffant
🦣;mamoth;diflannu|gwlanog|mamoth|mawr|ysgwthr
🦏;rhinoseros;anifail|rhinoseros
🦛;afonfarch;afonfarch|hipo
🐭;wyneb llygoden;llygoden|wyneb
🐁;llygoden;llygoden
🐀;llygoden fawr;llygoden fawr
🐹;wyneb bochdew;anifail anwes|bochdew|wyneb
🐰;wyneb cwningen;anifail anwes|bwni|cwningen|wyneb
🐇;cwningen;anifail anwes|bwni|cwningen
🐿️;gwiwer resog;gwiwer|gwiwer resog
🦫;afanc;afanc|argae
🦔;draenog;draenog|pigog
🦇;ystlum;fampir|ystlum
🐻;wyneb arth;arth|wyneb
🐻‍❄️;arth wen;arctig|arth|arth wen|gwyn
🐨;coala;arth|coala
🐼;wyneb panda;panda|wyneb
🦥;diogyn;araf|diog|diogyn
🦦;dyfrgi;chwareus|dyfrgi|pysgota
🦨;drewgi;drewdod|drewgi
🦘;cangarŵ;Awstralia|bolgodog|cangarŵ|joey|neidio
🦡;mochyn daear;moch daear mêl|mochyn daear|poeni
🐾;olion pawen;olion|pawen|traed
🦃;twrci;aderyn|twrci
🐔;iâr;aderyn|iâr
🐓;ceiliog;aderyn|ceiliog
🐣;deoriad cywion;babi|cyw|deor|deoriad cywion
🐤;cyw bach;babi|cyw|cyw bach
🐥;cyw iâr yn blaen-wynebu;babi|cyw|cyw iâr yn blaen-wynebu
🐦;aderyn;aderyn
🐧;pengwin;aderyn|pengwin
🕊️;colomen;aderyn|colomen|heddwch|hedfan
🦅;eryr;aderyn|eryr
🦆;hwyaden;aderyn|hwyaden
🦢;alarch;aderyn|alarch|cyw alarch|hwyaden fach hyll
🦉;tylluan;aderyn|doeth|tylluan
🦤;dodo;diflanedig|dodo|mawr|Mawrisiws
🪶;pluen;aderyn|hediad|plu|pluen|ysgafn
🦩;fflamingo;cyhydeddol|fflamingo|llachar
🦚;paun;aderyn|balch|paun|peunes|trawiadol
🦜;parot;aderyn|môr-leidr|parot|siarad
🪽;adain;adain|aderyn|angylaidd|hedfan|mytholeg
🐦‍⬛;aderyn du;aderyn|bran|cigfran|du|ydfran
🪿;gwydd;aderyn|ffowls|gwirion|gwydd|honc
🐦‍🔥;ffenics;aderyn tân|aileni|ailymgnawdoliad|ffantasi|ffenics
🐸;broga;broga|wyneb
🐊;crocodeil;crocodeil
🐢;crwban y môr;crwban|crwban y môr|terapin
🦎;madfall;madfall|ymlusgiad
🐍;neidr;neidr|ophiuchus|sidydd
🐲;wyneb draig;draig|stori dylwyth teg|wyneb
🐉;draig;draig|stori dylwyth teg
🦕;sawropod;braciosor|brontosor|diplodocws|sawropod
🦖;T-Rex;T-Rex|Tyranosor Rex
🐳;morfil yn chwythu dŵr;dŵr|morfil|morfil yn chwythu dŵr|wyneb
🐋;morfil;morfil
🐬;dolffin;dolffin|flipper
🦭;morlo;morlew|morlo
🐟;pysgodyn;pysgod|pysgodyn|Sidydd|y Pysgod
🐠;pysgod trofannol;pysgod trofannol|pysgodyn|trofannol
🐡;chwydd bysgodyn;chwydd bysgodyn|pysgod
🦈;siarc;pysgodyn|siarc
🐙;octopws;octopws
🐚;cragen droellog;cragen|cragen droellog|troellog
🪸;cwrel;cefnfor|cwrel|riff
🪼;slefren fôr;aw|infertebrat|jeli|llosgi|morol|pigyn|slefren fôr
🐌;malwoden;malwoden
🦋;pili-pala;pert|pili-pala|pryfyn
🐛;pryf;chwilen|pryf
🐜;morgrugyn;chwilen|morgrugyn
🐝;gwenynen;chwilen|gwenynen
🪲;chwilen;chwilen|cleren|pryfyn
🐞;chwilen y wraig;chwilen|chwilen y wraig
🦗;criciedyn;ceiliog rhedyn|criciedyn
🪳;chwilen ddu;chwilen ddu|cochiad|pla|pryfyn
🕷️;pry copyn;chwilen|pry copyn
🕸️;gwe pry cop;gwe|gwe pry cop|pry copyn
🦂;sgorpion;sgorpio|sgorpion|Sidydd|y Sgorpion
🦟;mosgito;clefyd|feirws|malaria|mosgito|pryfyn|twymyn
🪰;pry;clefyd|cynrhonyn|pla|pry|wedi pydru
🪱;mwydyn;anelid|arfilyn|mwydyn|pryf genwair
🦠;microb;ameba|bacteria|feirws|microb
💐;tusw;blodyn|planhigyn|tusw
🌸;blodeuyn ceirios;blodeuyn|blodyn|ceirios|planhigyn
💮;blodyn gwyn;blodyn|blodyn gwyn
🪷;lotws;blodyn|Bwdhaeth|Fietnam|Hindŵaeth|India|lotws|purdeb
🏵️;rhosglwm;planhigyn|rhosglwm
🌹;rhosyn;blodyn|rhosyn
🥀;blodyn wedi gwiwo;blodyn|blodyn wedi gwiwo|wedi gwiwo
🌺;hibisgws;blodyn|hibisgws|planhigyn
🌻;blodyn haul;blodyn|blodyn yr haul|haul
🌼;blodeuyn;blodeuyn|blodyn
🌷;tiwlip;blodyn|tiwlip
🪻;hiasinth;blodeuyn|bluebonnet|bysedd y blaidd|hiasinth|lafant|safn y llew
🌱;eginblanhigyn;blodyn|eginblanhigyn|ifanc
🪴;planhigyn mewn pot;diddefnydd|diflas|meithrin|planhigyn|planhigyn mewn pot|tŷ|tyfu
🌲;bythwyrdd;bythwyrdd|coeden|planhigyn
🌳;coeden gollddail;coeden|coeden gollddail|collddail|planhigyn
🌴;palmwydden;coeden|palmwydden|planhigyn
🌵;cactws;cactws|planhigyn
🌾;ysgub o reis;gronyn|planhigyn|reis|ysgub o reis
🌿;llysieuyn;deilen|llysieuyn|planhigyn
☘️;samrog;planhigyn|samrog
🍀;meillionen pedair deilen;4|deilen|meillionen|meillionen pedair deilen|pedwar
🍁;deilen masarnen;cwympo|deilen|masarnen
🍂;deilen yn cwympo;cwympo|deilen|deilen yn cwympo|planhigyn
🍃;deilen yn crynu yn y gwynt;chwythu|crynu|deilen|deilen yn crynu yn y gwynt|planhigyn
🪹;nyth gwag;nyth gwag|nythu
🪺;nythu gydag wyau;nythu|nythu gydag wyau
🍄;madarch;madarch|planhigyn

[food_drink]
🍇;grawnwin;ffrwyth|grawnwin|planhigyn
🍈;melon;ffrwyth|melon|planhigyn
🍉;melon dŵr;ffrwyth|melon dŵr|planhigyn
🍊;tanjerin;ffrwyth|oren|planhigyn|tanjerin
🍋;lemwn;ffrwyth|lemwn|sitrws
🍋‍🟩;leim;ffrwyth|leim|sitrws|trofannol
🍌;banana;banana|ffrwyth|planhigyn
🍍;pinafal;ffrwyth|pinafal|planhigyn
🥭;mango;ffrwyth|mango|trofannol
🍎;afal coch;afal|coch|ffrwyth
🍏;afal gwyrdd;afal|ffrwyth|gwyrdd
🍐;peren;ffrwyth|peren
🍑;eirinen wlanog;eirinen wlanog|ffrwyth
🍒;ceirios;aeron|ceirios|coch|ffrwyth
🍓;mefus;aeronen|ffrwyth|mefus
🫐;llus;glas|llus|llusen|llusi duon bach|mwyar
🥝;ffrwyth ciwi;bwyd|ciwi|ffrwyth
🍅;tomato;ffrwyth|llysieuyn|tomato
🫒;olewydd;bwyd|olewydd|olif
🥥;cneuen goco;cneuen goco|palmwydden|piña colada
🥑;afocado;afocado|bwyd|ffrwyth
🍆;ŵylyst;llysieuyn|ŵylyst
🥔;taten;bwyd|llysieuyn|taten
🥕;moron;bwyd|llysieuyn|moron
🌽;tywysen o gorn;corn|tywysen|tywysen o gorn
🌶️;pupur twym;planhigyn|pupur|twym
🫑;pupryn;llysieuyn|pupryn
🥒;ciwcymber;bwyd|ciwcymber|llysieuyn|piclen
🥬;gwyrdd deiliog;bok choy|cêl|gwyrdd deiliog|kale|letys
🥦;brocoli;bresych gwyllt|brocoli
🧄;garlleg;cyflas|garlleg
🧅;winwns;cyflas|winwns
🥜;cnai ddaear;bwyd|cnai ddaear|cneuen|cneuen ddaear|llysieuyn
🫘;ffa;aren|bwyd|codlys|ffa
🌰;castan;castan|planhigyn
🫚;gwraidd sinsir;cwrw|gwraidd|gwraidd sinsir|sbeis
🫛;pod pys;codlysiau|edamame|ffa|llysieuyn|pod|pys
🍄‍🟫;madarch brown;bwyd|ffwng|llysieuyn|madarch brown|natur
🍞;bara;bara|torth
🥐;croissant;bara|brecwast|bwyd|croissant|ffrengig|rhôl cilgant
🥖;ffon fara;bara|bwyd|ffon fara|ffrengig
🫓;Bara fflat;arepa|Bara fflat|lavash|naan|pita
🥨;pretsel;pretsel|troellog
