# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;fytyrë e zgërdheshur;fytyrë|fytyrë e zgërdheshur|zgërdheshje|zgërdhihem
🛳️;anije udhëtarësh;anije|anije udhëtarësh|mjet lundrimi|udhëtar
⛴️;traget;traget|udhëtar|varkë
🛥️;motobarkë;barkë|mjet lundrimi|motobarkë|varkë
🚢;anije;anije|udhëtar|varkë
✈️;aeroplan;aeroplan|fluturake|mjet fluturimi
🛩️;aeroplan i vogël;aeroplan|aeroplan i vogël|mjet fluturimi
🛫;nisje aeroplani;aeroplan|mjet fluturimi|nisje|nisje aeroplani|regjistrim
🛬;mbërritje aeroplani;aeroplan|mbërritje|mbërritje aeroplani|mjet fluturimi|në ulje
🪂;parashutë;deltaplan|hedhje me parashutë|lundrim me vela|parashutë
💺;ndenjëse;karrige|ndenjëse
🚁;helikopter;helikopter|mjet udhëtimi
🚟;hekurudhë me varje;hekurudhë|hekurudhë me varje|mjet udhëtimi|varje
🚠;teleferik në mal;kabllo|mal|mjet udhëtimi|teleferik|teleferik në mal
🚡;teleferik;ajror|gondolë|kabllo|mjet udhëtimi|teleferik
🛰️;satelit;hapësirë|mjet komunikimi|satelit
🚀;raketë;hapësirë|mjet komunikimi|raketë
🛸;disk fluturues;disk fluturues|objekt i paidentifikuar fluturues|UFO
🛎️;zile shërbimi;hotel|zile|zile shërbimi
🧳;bagazh;bagazh|paketim|udhëtim|valixhe
⌛;orë me rërë;kohëmatës|orë me rërë|rërë
⏳;orë me rërë që rrjedh;kohëmatës|orë|orë me rërë që rrjedh|rërë
⌚;orë;orë
⏰;orë me zile;alarm|orë|orë me zile
⏱️;kronometër;kronometër|orë
⏲️;kohëmatës;kohëmatës|orë
🕰️;orë oxhaku;orë|orë oxhaku
🕛;ora dymbëdhjetë;00|12|12:00|dymbëdhjetë|ora dymbëdhjetë|orë
🕧;dymbëdhjetë e gjysmë;12|12:30|30|dymbëdhjetë|dymbëdhjetë e gjysmë
🕐;ora një;00|1|1:00|një|ora një|orë
🕜;një e gjysmë;1|1:30|30|gjysmë|një e gjysmë
🕑;ora dy;2:00|dy|ora|orë
🕝;dy e gjysmë;2|2:30|30|dy|dy e gjysmë
🕒;ora tre;00|3|3:00|ora tre|orë|tre
🕞;tre e gjysmë;3:30|orë|tre|tre e gjysmë
🕓;ora katër;00|4|4:00|katër|ora katër|orë
🕟;katër e gjysmë;4:30|gjysmë|katër|katër e gjysmë|orë
🕔;ora pesë;00|5|5:00|ora pesë|orë|pesë
🕠;pesë e gjysmë;5:30|orë|pesë|pesë e gjysmë|tridhjetë
🕕;ora gjashtë;00|6|6:00|gjashtë|ora gjashtë|orë
🕡;gjashtë e gjysmë;6:30|gjashtë|gjashtë e gjysmë|gjysmë|orë
🕖;ora shtatë;00|7|7:00|ora shtatë|orë|shtatë
🕢;shtatë e gjysmë;7:30|gjysmë|orë|shtatë|shtatë e gjysmë
🕗;ora tetë;00|8|8:00|ora tetë|orë|tetë
🕣;tetë e gjysmë;8:30|gjysmë|orë|tetë|tetë e gjysmë
🕘;ora nëntë;00|9|9:00|nëntë|ora nëntë|orë
🕤;nëntë e gjysmë;9:30|gjysmë|nëntë|nëntë e gjysmë|orë
🕙;ora dhjetë;00|10|10:00|dhjetë|ora dhjetë|orë
🕥;dhjetë e gjysmë;10:30|dhjetë|dhjetë e gjysmë|gjysmë|orë
🕚;ora njëmbëdhjetë;00|11|11:00|njëmbëdhjetë|ora njëmbëdhjetë|orë
🕦;njëmbëdhjetë e gjysmë;11:30|njëmbëdhjetë|njëmbëdhjetë e gjysmë|orë|tridhjetë
🌑;hëna e re;e errët|hapësirë|hëna e re|hënë|moti
🌒;hënë e re më pak se gjysma;hapësirë|hënë|hënë e re më pak se gjysma|moti
🌓;hëna e çerekut të parë;çerek|hapësirë|hëna e çerekut të parë|hënë|moti
🌔;hënë e re më shumë se gjysma;hapësirë|hënë|hënë e re më shumë se gjysma|moti
🌕;hënë e plotë;e plotë|hapësirë|hënë|hënë e plotë|moti
🌖;hënë e ngrënë më shumë se gjysma;e ngrënë|hapësirë|hënë|hënë e ngrënë më shumë se gjysma|moti
🌗;hëna e çerekut të fundit;çerek|hapësirë|hëna e çerekut të fundit|hënë|moti
🌘;hënë e ngrënë më pak se gjysma;e ngrënë|hapësirë|hënë|hënë e ngrënë më pak se gjysma|moti
🌙;hënë e ngrënë;e ngrënë|hapësirë|hënë|hënë e ngrënë|moti
🌚;fytyra e hënës së re;fytyra e hënës së re|fytyrë|hapësirë|hënë|moti
🌛;hëna e çerekut të parë me fytyrë;çerek|fytyrë|hapësirë|hëna e çerekut të parë me fytyrë|hënë
🌜;hëna e çerekut të fundit me fytyrë;çerek|fytyrë|hapësirë|hëna e çerekut të fundit me fytyrë|hënë
🌡️;termometër;mot|termometër
☀️;diell;diell|i ndritshëm|me diell|moti|rreze
🌝;hënë e plotë me fytyrë;e ndritshme|e plotë|fytyrë|hënë|hënë e plotë me fytyrë
🌞;diell me fytyrë;diell|diell me fytyrë|fytyrë|hapësirë|i ndritshëm
🪐;planet me unazë;planet me unazë|Saturni|unazë Saturni
⭐;yll mesatar i bardhë;yll|yll mesatar i bardhë
🌟;yll që shkëlqen;i ndritshëm|shkëlqim|xixëllimë|yll|yll që shkëlqen
🌠;yll që bie;hapësirë|që bie|që këputet|yll|yll që bie
🌌;rruga e qumështit;hapësirë|moti|rruga e qumështit
☁️;re;moti|re
⛅;diell pas reve;diell|diell pas reve|moti|re
⛈️;re me vetëtimë dhe shi;bubullimë|moti|re|re me vetëtimë dhe shi|shi
🌤️;diell pas reve të vogla;diell|diell pas reve të vogla|moti|re
🌥️;diell pas reve të mëdha;diell|diell pas reve të mëdha|moti|re
🌦️;diell pas reve me shi;diell|diell pas reve me shi|moti|re|shi
🌧️;re me shi;moti|re|re me shi|shi
🌨️;re me borë;borë|ftohtë|moti|re|re me borë
🌩️;re me vetëtimë;moti|re|re me vetëtimë|vetëtimë
🌪️;tornado;mot|re|tornado|vorbull ere
🌫️;mjegull;mjegull|moti|re
🌬️;fytyrë në erë;erë|fryj|fytyrë|fytyrë në erë|moti
🌀;ciklon;ciklon|marramendës|moti|tajfun|tornado
🌈;ylber;moti|shi|ylber
🌂;çadër e mbyllur;çadër|çadër e mbyllur|moti|shi|veshje
☂️;çadër;çadër|moti|shi|veshje
☔;çadër me pika shiu;çadër|çadër me pika shiu|moti|pikë|shi
⛱️;çadër në tokë;çadër|çadër në tokë|diell|moti|shi
⚡;tension i lartë;elektricitet|rrezik|tension i lartë|vetëtimë|voltazh
❄️;flokë bore;borë|flokë bore|ftohtë|moti
☃️;njeri prej bore;borë|ftohtë|moti|njeri prej bore
⛄;njeri prej bore pa borë;borë|ftohtë|moti|njeri bore|njeri prej bore pa borë
☄️;kometë;hapësirë|kometë
🔥;zjarr;flakë|vegël|zjarr
💧;pikëz;djersë|ftohtë|moti|pikë|pikëz
🌊;dallgë uji;dallgë|dallgë uji|moti|oqean|ujë

[activities]
🎃;kungulli i Halloween;fener|festë|halloween|kungull|kungulli i Halloween|kungulli i Halloween-it
🎄;pemë krishtlindjeje;festë|festim|krishtlindje|pemë|pemë krishtlindjeje
🎆;fishekzjarrë;festë|festim|fishekzjarrë
🎇;xixëllimë;festë|festim|fishekzjarrë|xixëllimë
🧨;fishekzjarr;dinamit|eksploziv|fishekzjarr
✨;xixëllima;xixëllima|xixëllimë|yll
🎈;tullumbace;festë|festim|tullumbace
🎉;fishek feste;festë|festim|fishek|fishek feste
🎊;top me konfetë;festë|festim|konfeti|top|top me konfetë
🎋;pemë tanabata;banderolë|festë|festim|japoneze|pemë tanabata
🎍;dekorim pishe;bambu|bimë|dekorim pishe|pishë
🎎;kukulla japoneze;festë|festival|japoneze|kukull|kukulla japoneze
🎏;koinobori;festim|flamur|koinobori|krap
🎐;zile ere;erë|festë|festim|zile|zile ere
🎑;ceremoni për hënën;ceremoni|ceremoni për hënën|festë|festim|hënë
🧧;zarf i kuq;dhuratë|fatsjellëse|para|zarf i kuq
🎀;fjongo;festë|festim|fjongo
🎁;dhuratë e mbështjellë;dhuratë|dhuratë e mbështjellë|festë|kuti
🎗️;fjongo kujtese;festë|festim|fjongo|fjongo kujtese|kujtesë
🎟️;biletat e hyrjes;biletat e hyrjes|biletë|hyrje
🎫;biletë;biletë|hyrje
🎖️;medalje ushtarake;festë|festim|medalje|ushtarake
🏆;trofe;çmim|trofe
🏅;medalje sportive;medalje|medalje sportive
🥇;medalje e vendit të parë;ar|i parë|medalje|medalje e vendit të parë
🥈;medalje e vendit të dytë;argjend|i dytë|medalje|medalje e vendit të dytë
🥉;medalje e vendit të tretë;bronz|i tretë|medalje|medalje e vendit të tretë
⚽;top futbolli;futboll|top|top futbolli
⚾;bejsboll;bejsboll|top
🥎;top softbolli;bejsboll|dorezë|softboll|top|top softbolli
🏀;basketboll;basketboll|kosh|top
🏐;volejboll;lojë|top|volejboll
🏈;futboll amerikan;amerikan|futboll|top
🏉;regbi;futboll|regbi|top
🎾;tenis;raketë|tenis|top
🥏;hedhje disku;hedhje disku|sport|ultimate
🎳;bouling;bouling|lojë|top
🏏;kriket;kriket|lojë|shkop|top
🏑;hokej në fushë;fushë|hokej në fushë|lojë|shkop|top
🏒;shkopi dhe disku i hokejit në akull;akull|disk|hokej|lojë|shkop|shkopi dhe disku i hokejit në akull
🥍;lakros;lakros|shkop|top
🏓;pingpong;lojë|pingpong|raketë|tavolinë|top
🏸;badminton;badminton|lojë|pupël|raketë|zog i vogël
🥊;dorezë boksi;boks|dorezë|dorezë boksi|sport
🥋;uniformë artesh ushtarake;arte ushtarake|karate|sport|uniformë artesh ushtarake|xhudo
🥅;rrjetë golash;gol|rrjet|rrjetë golash|sport
⛳;flamur në vrimë;flamur në vrimë|golf|vrimë
⛸️;patina akulli;akull|patina akulli|patinë
🎣;grep;grep|peshk|shkop
🤿;maskë zhytjeje;maskë mbrojtëse|maskë zhytjeje|tub ajri|zhytje
🎽;bluzë vrapimi;bluzë|bluzë vrapimi|brez|vrapim
🎿;ski;borë|ski
🛷;sajë;sajë|slitë
🥌;gur kurlingu;gur|gur kurlingu|lojë|shkëmb
🎯;goditje e drejtpërdrejtë;goditje e drejtpërdrejtë|lojë|objektiv|qendër|shigjetë
🪀;jo-jo;jo-jo|lodër|lodër që kthehet|luhatje
🪁;balonë;balonë|fluturoj|ngre në qiell
🔫;pistoletë;armë|pistoletë|pushkë|revolver|vegël
🎱;bilardo;8|bilardo|gurë|lojë|tetë
🔮;top kristali;fantazi|fat|kristal|top|top kristali
🪄;shkop magjik;magji|magjistar|magjistare|shkop magjik
🎮;videolojë;kontrollues|lojë|videolojë
🕹️;levë;levë|lojë|videolojë
🎰;lojë me monedha;lojë|lojë me monedha|monedhë
🎲;zar loje;lojë|zar|zar loje|zarë
🧩;lojë me bashkim pjesësh figure;e dhënë|enigmë|lojë me bashkim pjesësh figure|pjesë figure
🧸;arush pelushi;arush|arush pelushi|lodër|pelush
🪅;pinjata;festë|festim|pinjata
🪩;sferë diskoje;disko|festë|kërcim|sferë diskoje|vezullim
🪆;matrioshka;brenda njëra-tjetrës|kukull|matrioshka|rusi
♠️;figurë maç;figurë|letër|lojë|maç
♥️;figurë kupë;figurë|kupë|letër|lojë
♦️;figurë karo;figurë|karo|letër|lojë
♣️;figura spathi;figura spathi|figurë|letër|lojë|spathi
♟️;gur shahu;gur shahu|shah
🃏;xholi;letër|lojë|luaj|xholi
🀄;dragua i kuq mahjong;dragua i kuq mahjong|i kuq|lojë|mahjong
🎴;letra me lule;japoneze|letër|letra me lule|lojë
🎭;arte interpretimi;art|arte interpretimi|interpretim|maskë|teatër
🖼️;kornizë me pikturë;art|kornizë me pikturë|muze|pikturë
🎨;paleta e artistit;art|muze|paleta e artistit|paletë|pikturë
🧵;fije;fije|gjilpërë|qep|rrotë peri|spango
🪡;gjilpërë qepjeje;gjilpërë|gjilpërë qepjeje|qëndisje|rrobaqepësi
🧶;fill;fill|grep|lëmsh|thur me shtiza|top
🪢;nyjë;lidh|litar|ngatërruar|nyjë

[objects]
👓;syze;sy|syze|veshje
🕶️;syze dielli;i errët|sy|syze|syze dielli
🥽;syze mbrojtëse;mbrojtëse për sytë|syze mbrojtëse|syze notimi|syze saldimi
🥼;pardesy laboratori;doktor|eksperiment|pardesy laboratori|shkencëtar
🦺;jelek sigurimi;emergjencë|jelek|jelek sigurimi|sigurim
👔;kravatë;kravatë|veshje
👕;bluzë;bluzë|këmishë|veshje
👖;xhinse;pantallona|veshje|xhinse
🧣;shall;qafë|shall
🧤;dorashka;dorashka|dorë
🧥;pallto;pallto|xhaketë
🧦;çorape;çorape|çorapë
👗;fustan;fustan|veshje
👘;kimono;kimono|veshje
🥻;sari;fustan|sari|veshje
🩱;kostum plazhi;kostum|kostum plazhi|plazh|rroba plazhi
🩲;mbathje plazhi;kostum|mbathje plazhi|rroba plazhi|të brendshme
🩳;pantallona të shkurtra;pantallona të shkurtra|rroba plazhi|të brendshme
👙;bikini;bikini|not|rroba banje|veshje
👚;rroba femrash;femër|rroba femrash|veshje
🪭;freskore;drojë|erashkë|freskore|kërcim|nxehtë
👛;kuletë;kuletë|monedhë|veshje
👜;çantë dore;çantë|çantë dore|veshje
👝;çantë;çantë|veshje
🛍️;qese dyqani;blerje|dyqan|hotel|qese|qese dyqani
🎒;çantë shkolle;çantë|çantë shkolle|çantë shpine|shkollë
🩴;sandale me rrip përpara;sandale|sandale me rrip mesi|sandale me rrip përpara|sandale plazhi
👞;këpucë burrash;burrë|këpucë|këpucë burrash|veshje
👟;atlete;atlete|atletike|këpucë|veshje
🥾;këpucë ekskursioni;çantë shpine|ekskursion|kamp|këpucë|këpucë ekskursioni
🥿;këpucë e sheshtë;heqël|këpucë baleti|këpucë e sheshtë|pantofël
👠;këpucë me takë të lartë;grua|këpucë|këpucë me takë të lartë|takë|veshje
👡;sandale femrash;femër|këpucë|sandale|sandale femrash|veshje
🩰;këpucë baleti;balet|këpucë|këpucë baleti|kërcim
👢;çizme femrash;çizme|çizme femrash|femër|këpucë|veshje
🪮;krehër për të mbledhur flokët;flok|kaçurrela|kapëse flokësh|krehër për të mbledhur flokët
👑;kurorë;kurorë|mbret|mbretëreshë|veshje
👒;kapelë femrash;femër|kapelë|kapelë femrash|veshje
🎩;kapelë cilindrike;cilindër|kapelë|kapelë cilindrike|lart|veshje
🎓;kapelë diplomimi;diplomim|festë|kapelë|kapelë diplomimi
🧢;kapelë &quot;sqep&quot;;kapelë &quot;sqep&quot;|kapelë bejsbolli
🪖;kokore ushtrarake;kokore|kokore ushtrarake|luftëtar|ushtar|ushtri
⛑️;helmetë me kryq të bardhë;helmetë|helmetë me kryq të bardhë|kapelë|kryq|ndihmë
📿;rruzare;fe|lutje|rruaza|rruzare|tespihe
💄;buzëkuq;buzëkuq|kozmetikë|makijazh
💍;unazë;diamant|romancë|unazë
💎;gur i çmuar;diamant|gur|gur i çmuar|i çmuar|romancë
🔇;altoparlant joaktiv;altoparlant|altoparlant joaktiv|i heshtur|pa zë|volum
🔈;altoparlant me zë të ulët;altoparlant|altoparlant me zë të ulët|volum i ulët|zë i butë
🔉;altoparlant me zë mesatar;altoparlant|altoparlant me zë mesatar|i ulët|valë|volum
🔊;altoparlant me zë të lartë;altoparlant|altoparlant me 3 vija|altoparlant me zë të lartë|volum i lartë|zë i fortë
📢;altoparlant me zë;altoparlant me zë|e folur publike|me zë të lartë
📣;megafon;brohoritje|megafon
📯;briri i postës;bori|bri|briri i postës|postar|postë
🔔;zile;zile
🔕;zile me vizë të pjerrët;e heshtur|pa zë|zile|zile me vizë të pjerrët
🎼;pentagram;muzikë|pentagram
🎵;notë muzikore;muzikë|notë|notë muzikore
🎶;nota muzikore;muzikë|nota|nota muzikore|notë
🎙️;mikrofon studioje;mikrofon|mikrofon studioje|muzikë|studio
🎚️;rrëshqitësi i nivelit;muzikë|nivel|rrëshqitës|rrëshqitësi i nivelit
🎛️;çelësat e kontrollit;çelësa|çelësat e kontrollit|kontroll|muzikë
🎤;mikrofon;karaoke|mikrofon
🎧;kufje;kufje|vesh
📻;radio;radio|video
🎷;saksofon;instrument|muzikë|saksofon
🪗;fizarmonikë;fizarmonikë|koncertina
🎸;kitarë;instrument|kitarë|muzikë
🎹;tastierë muzikore;instrument|muzikë|piano|tastierë|tastierë muzikore
🎺;trombë;instrument|muzikë|trombë
🎻;violinë;instrument|muzikë|violinë
🪕;banxho;banxho|instrument me tela|muzikë
🥁;daulle;daulle|muzikë|shkopinj daulleje
🪘;daulle e gjatë;daulle|daulle e gjatë|ritëm
🪇;maraka;instrument|maraka|muzikë|trokitje|tundje
🪈;flaut;flaut|fyell|instrument frymor|muzikë
📱;celular;celular|i lëvizshëm|telefon
📲;celular me shigjetë;celular|celular me shigjetë|marr|shigjetë|telefonatë
☎️;telefon;telefon
📞;receptor telefoni;receptor|receptor telefoni|telefon
📟;biper;biper
📠;faks;faks
🔋;bateri;bateri
🪫;bateri e ulët;bateri e ulët|elektronike|energji e ulët
🔌;spinë elektrike;elektricitet|elektrike|spinë
💻;laptop;kompjuter|laptop|personal
🖥️;kompjuter desktop;desktop|kompjuter
🖨️;printer;kompjuter|printer
⌨️;tastierë;kompjuter|tastierë
🖱️;miu i kompjuterit;kompjuter|miu i kompjuterit
🖲️;sfera rrotulluese;kompjuter|sfera rrotulluese
💽;disk i vogël;disk|disk i vogël|kompjuter|minidisk|optik
💾;disketë;disk|disketë|kompjuter
💿;disk optik;cd|disk|kompjuter|optik
📀;dvd;blu-ray|disk|dvd|kompjuter|optik
🧮;abak;abak|llogaritës|numërator|panel mozaik
🎥;kamerë filmi;film|kamerë|kamerë filmi|kinema
🎞️;kuadro filmi;film|kinema|kuadro|kuadro filmi|video
📽️;projektor filmi;film|kinema|projektor|projektor filmi|video
🎬;tabelë dublimi e skenës;film|tabelë dublimi|tabelë dublimi e skenës
📺;televizor;televizor|tv|video
📷;kamerë;kamerë|video
📸;kamerë me blic;blic|kamerë|kamerë me blic|video
📹;videokamerë;kamerë|video|videokamerë
📼;videokasetë;shirit|vhs|video|videokasetë
🔍;lupë zmadhuese që tregon majtas;kërko|lupë|lupë zmadhuese që tregon majtas|xham zmadhues
🔎;lupë zmadhuese e drejtuar djathtas;kërko|lupë|lupë zmadhuese e drejtuar djathtas|lupë zmadhuese që tregon djathtas|xham zmadhues
🕯️;qiri;dritë|qiri
💡;llambë;dritë|elektrik|ide|llambë|vizatim komik
🔦;elektrik dore;dritë|elektrik|elektrik dore|fener|vegël
🏮;fener me letër të kuqe;dritë|fener me letër të kuqe|i kuq|japoneze
🪔;llambë me vaj;kandil indian|llambë|llambë me vaj|vaj
📔;bllok shënimesh me kapak dekorativ;bllok shënimesh|bllok shënimesh me kapak dekorativ|dekorativ|kapak|libër
📕;libër i mbyllur;i mbyllur|libër|libër i mbyllur
📖;libër i hapur;hap|i hapur|libër|libër i hapur
📗;libër jeshil;jeshil|libër
📘;libër blu;blu|libër
📙;libër portokalli;libër|portokalli
📚;libra;libër|libra
📓;bllok shënimesh;bllok shënimesh
📒;libër llogarish;bllok shënimesh|libër llogarish
📃;faqe e përthyer;dokument|faqe|faqe e përthyer|përthyej
📜;dorëshkrim i mbledhur rrotull;dorëshkrim i mbledhur rrotull|letër
📄;faqe e drejtuar lart;dokument|faqe|faqe e drejtuar lart
📰;gazetë;gazetë|lajme|letër
🗞️;gazetë e mbledhur rrotull;gazetë|gazetë e mbledhur rrotull|lajme|letër|rrotull
📑;skedat e faqeshënuesve;faqeshënues|shenjë|shënues|skeda|skedat e faqeshënuesve
🔖;faqeshënues;faqeshënues|shenjë
🏷️;etiketë;etiketë
💰;qese parash;çantë|dollar|para|qese|qese parash
🪙;monedhë;argjend|metal|monedhë|para|thesar
💴;kartëmonedhë jeni;faturë|jen|kartëmonedhë|kartëmonedhë jeni|valutë
💵;kartëmonedhë dollari;dollar|faturë|kartëmonedhë|kartëmonedhë dollari|monedhë
💶;kartëmonedhë euroje;faturë|kartëmonedhë|kartëmonedhë euroje|monedhë|para
💷;kartëmonedhë paundi;kartëmonedhë paundi|monedhë|para|paund|valutë
💸;para me krahë;fluturoj|kartëmonedhë|krahë|para|para me krahë
💳;kartë krediti;bankë|kartë|kartë krediti|kredit|para
🧾;faturë;bllok llogarie|faturë|kontabilitet
💹;grafik rritës me jenë;grafik|grafik rritës me jenë|jen|tendencë|treg
✉️;zarf;email|letër|postë elektronike|zarf
📧;email;email|letër|postë
📨;zarf në ardhje;email|në ardhje|postë elektronike|zarf|zarf në ardhje
📩;zarf me shigjetë;dalëse|e dërguar|email|letër|postë elektronike|zarf me shigjetë
📤;kutia postare në dalje;kutia postare në dalje|letër|postë|sirtar
📥;sirtari i kutisë postare;letër|marr|postë|sirtar|sirtari i kutisë postare
📦;pako;kuti|pako
📫;kuti postare e mbyllur me flamurin lart;e mbyllur|kuti postare|kuti postare e mbyllur me flamurin lart|kuti poste|postë
📪;kuti postare e mbyllur me flamurin poshtë;kuti postare|kuti postare e mbyllur me flamurin poshtë|kuti poste|postë
📬;kuti postare e hapur me flamurin lart;e hapur|hap|kuti postare|kuti postare e hapur me flamurin lart|postë
📭;kuti postare e hapur me flamurin poshtë;kuti postare|kuti postare e hapur me flamurin poshtë|poshtë|postë
📮;kuti postare;kuti postare|postë
🗳️;kuti votimi me votë;kuti|kuti votimi me votë|votë|votim
✏️;laps;laps
✒️;penë e zezë;majë pene|penë|penë e zezë
🖋️;stilograf;penë|stilograf
🖊️;stilolaps;me sferë|stilolaps
🖌️;furçë piktori;furçë piktori|pikturë
🖍️;shkumës me ngjyrë;shkumës me ngjyrë
📝;shënime;laps|shënime
💼;valixhe;valixhe
📁;dosje dokumentesh;dokument|dosje|dosje dokumentesh|skedar
📂;dosje dokumentesh e hapur;dokument|dosje|dosje dokumentesh e hapur|skedar
🗂️;ndarëse skedash;indeks|letër|ndarëse|ndarëse skedash|skedë
📅;kalendar;datë|kalendar
📆;kalendar që griset;kalendar|kalendar që griset
🗒️;bllok shënimesh me spirale;bllok|bllok shënimesh me spirale|shënim|spiral|spirale
🗓️;kalendar me spirale;bllok|kalendar|kalendar me spirale|spirale
📇;katalog skedash;indeks|katalog|katalog skedash|letër|skedë
📈;grafik rritës;grafik|grafik rritës|lart|rritje|tendencë
📉;grafik zbritës;grafik|grafik zbritës|poshtë|tendencë
📊;grafik me shirita;grafik|grafik me shirita|shirit
📋;mbajtëse letrash;mbajtëse letrash
📌;gjilpërë kapëse;gjilpërë|gjilpërë kapëse
📍;gjilpërë kapëse e rrumbullakët;gjilpërë|gjilpërë kapëse|gjilpërë kapëse e rrumbullakët
📎;kapëse letrash;kapëse letrash
🖇️;kapëse teli të lidhura;kapëse teli|kapëse teli të lidhura|lidhje
📏;vizore e drejtë;anë e drejtë|vizore|vizore e drejtë
📐;vizore trekëndëshe;komplet|trekëndësh|trekëndëshe|vizore
✂️;gërshërë;gërshërë|prerje|vegël
🗃️;kuti skedarësh;kuti|kuti skedarësh|letër|skedar
🗄️;sirtar dokumentesh;dokument|sirtar|sirtar dokumentesh|skedar
🗑️;kosh basketbolli;kosh basketbolli
🔒;kyç;i mbyllur|kyç
🔓;kyç i hapur;hap|i hapur|i shkyçur|kyç i hapur
🔏;kyç me penë;bojë|kyç|kyç me penë|majë pene|privatësi
🔐;kyç i mbyllur me çelës;çelës|i mbyllur|i sigurt|kyç|kyç i mbyllur me çelës
🔑;çelës;çelës|fjalëkalim|kyç
🗝️;çelës i vjetër;çelës|çelës i vjetër|i vjetër|ide|kyç
🔨;çekiç;çekiç|vegël
🪓;sëpatë;copëtoj|dru|ndaj|sakicë|sëpatë
⛏️;kazmë;kazmë|minierë|vegël
⚒️;çekiç dhe kazmë;çekiç|çekiç dhe kazmë|kazmë|vegël
🛠️;çekiç dhe çelës;çekiç|çekiç dhe çelës|çelës|vegël
🗡️;kamë;armë|kamë|thikë
⚔️;shpata të kryqëzuara;armë|e kryqëzuar|shpata|shpata të kryqëzuara|të kryqëzuara
💣;bombë;bombë|vizatim komik
🪃;bumerang;australi|bumerang|pasojë|rikthim
🏹;hark dhe shigjetë;armë|hark dhe shigjetë|harkëtar|shigjetari zodiak
🛡️;mburojë;armë|mburojë
🪚;sharrë marangozi;dru|marangoz|sharrë|sharrë marangozi|vegël
🔧;çelës anglez;çelës anglez|vegël
🪛;kaçavidë;kaçavidë|vegël|vidë
🔩;bulon dhe dado;bulon|bulon dhe dado|dado|vegël
⚙️;ingranazh;ingranazh|vegël
🗜️;ngjeshje;morsë|ngjeshëse|ngjeshje|shtrënguese|vegël
⚖️;peshore;drejtësi|ekuilibër|peshë|peshore|zodiak
🦯;shkop gjurmimi;i verbër|qasshmëri|shkop gjurmimi
🔗;lidh;lidh|zinxhir
⛓️‍💥;zinxhir i këputur;këput|liri|pranga|zinxhir|zinxhir i këputur
⛓️;zinxhirë;zinxhir|zinxhirë
🪝;kanxhë;bisht|kanxhë|kapëse|kunj|pikë shitjeje|varëse
🧰;kuti veglash;arkë veglash|kuti veglash|kuti veglash dore|vegla mekanike
🧲;magnet;magnet|magnet patkua|tërheqje
🪜;shkallë;këmbë shkalle|ngjit|shkallare|shkallë
⚗️;lambik;aparat destilues|kimi|lambik
🧪;epruvetë;eksperiment|epruvetë|kimi|kimist|laborator
🧫;lamelë;kulturë|laborator|lamë|lamelë
🧬;ADN;ADN|biolog|evoluim|gjene|gjenetikë
🔬;mikroskop;instrument|mikroskop|shkencë|vegël
🔭;teleskop;instrument|shkencë|teleskop|vegël
📡;antenë satelitore;antenë|satelit|satelitore
💉;shiringë;doktor|gjilpërë|ilaç|injeksion|shiringë
🩸;pikë gjaku;dhurim gjaku|ilaç|menstruacione|pikë gjaku
💊;pilulë;bar|doktor|i sëmurë|ilaç|pilulë
🩹;fashë ngjitëse;fashë|fashë ngjitëse
🩼;patericë;bastun|invalid|lëndim|ndihmesë për lëvizje|patericë|shkop
🩺;stetoskop;doktor|ilaç|stetoskop|zemër
🩻;grafi;doktor|grafi|kocka|mjekësore|skelet
🚪;derë;derë
🛗;ashensor;ashensor|qasshmëri
🪞;pasqyrë;pasqyrë|pasqyrim|refleks
🪟;dritare;ajër i pastër|dritare|hapje|kasë|pamje|transparent
🛏️;krevat;gjumë|hotel|krevat
🛋️;divan dhe llambë;divan|divan dhe llambë|hotel|llambë
🪑;karrige;karrige|rri ulur|ulëse
🚽;tualet;tualet
🪠;pompë;hidraulik|pompë|shtupë|thithje|tualet
🚿;dush;dush|ujë
🛁;vaskë;vaskë
🪤;çark;çark|grackë|karrem|kurth
🪒;brisk rroje;brisk rroje|i mprehtë|rruajtje
🧴;shishe solucioni;locion|shampo|shishe solucioni|solucion|tretës|zbutës
🧷;paramane;mbërtheckë|paramane|pëlhurë
🧹;fshesë;fshesë|fshirëse|pastruese|shtrigë
🧺;shportë;kosh|piknik|rroba|shportë
🧻;rrotë letre;letër për pastrim|letra higjienike|rrotë letre
🪣;kovë;bucelë|kade|kovë|vozë
🧼;sapun;banjë|kallëp sapuni|larje|mbajtëse sapuni|sapun
🫧;flluska;flluska|gromësimë|nën ujë|pastër|sapun
🪥;furçë dhëmbësh;banjë|dhëmbë|fije dhëmbësh|furçë|furçë dhëmbësh|higjienë|pastroj
🧽;sfungjer;material poroz|pastrim|sfungjer|thithës
🧯;fikës zjarri;fikës zjarri|ftohës|lëndë shuarjeje|shuarës zjarri
🛒;karrocë pazari;blerje|karrocë|karrocë dore|karrocë pazari|pazar
🚬;cigare;cigare|pirje duhani
⚰️;arkivol;arkivol|vdekje
🪦;gur varri;gur varri|varr|varrezë
⚱️;urnë funerali;funeral|urnë|urnë funerali|vdekje
