# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;se zubjece woblico;luštne|se zubjece woblico|woblico|wótcynjona guba
	🧑🏼‍❤️‍🧑🏽;pórik z wutšobku: dorosćony, dorosćony, srjejźnoswětła barwa kóže a wósrědna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, srjejźnoswětła barwa kóže a wósrědna barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže
	🧑🏼‍❤️‍🧑🏾;pórik z wutšobku: dorosćony, dorosćony, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže
	🧑🏼‍❤️‍🧑🏿;pórik z wutšobku: dorosćony, dorosćony, srjejźnoswětła barwa kóže a śamna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, srjejźnoswětła barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže
	🧑🏽‍❤️‍🧑🏻;pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a swětła barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a swětła barwa kóže|swětła barwa kóže|wósrědna barwa kóže
	🧑🏽‍❤️‍🧑🏼;pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a srjejźnoswětła barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže
	🧑🏽‍❤️‍🧑🏾;pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a srjejźnośamna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže
	🧑🏽‍❤️‍🧑🏿;pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a śamna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, wósrědna barwa kóže a śamna barwa kóže|śamna barwa kóže|wósrědna barwa kóže
	🧑🏾‍❤️‍🧑🏻;pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a swětła barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a swětła barwa kóže|srjejźnośamna barwa kóže|swětła barwa kóže
	🧑🏾‍❤️‍🧑🏼;pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže
	🧑🏾‍❤️‍🧑🏽;pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a wósrědna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a wósrědna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže
	🧑🏾‍❤️‍🧑🏿;pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a śamna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, srjejźnośamna barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže
	🧑🏿‍❤️‍🧑🏻;pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a swětła barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a swětła barwa kóže|śamna barwa kóže|swětła barwa kóže
	🧑🏿‍❤️‍🧑🏼;pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a srjejźnoswětła barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a srjejźnoswětła barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže
	🧑🏿‍❤️‍🧑🏽;pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a wósrědna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a wósrědna barwa kóže|śamna barwa kóže|wósrědna barwa kóže
	🧑🏿‍❤️‍🧑🏾;pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a srjejźnośamna barwa kóže;dorosćony|lubosć|pórik|pórik z wutšobku|pórik z wutšobku: dorosćony, dorosćony, śamna barwa kóže a srjejźnośamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže
👩‍❤️‍👨;pórik z wutšobku: žeńska, muski;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski|žeńska
	👩🏻‍❤️‍👨🏻;pórik z wutšobku: žeńska, muski a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski a swětła barwa kóže|swětła barwa kóže|žeńska
	👩🏻‍❤️‍👨🏼;pórik z wutšobku: žeńska, muski, swětła barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, swětła barwa kóže a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|swětła barwa kóže|žeńska
	👩🏻‍❤️‍👨🏽;pórik z wutšobku: žeńska, muski, swětła barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, swětła barwa kóže a wósrědna barwa kóže|swětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏻‍❤️‍👨🏾;pórik z wutšobku: žeńska, muski, swětła barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, swětła barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|swětła barwa kóže|žeńska
	👩🏻‍❤️‍👨🏿;pórik z wutšobku: žeńska, muski, swětła barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, swětła barwa kóže a śamna barwa kóže|śamna barwa kóže|swětła barwa kóže|žeńska
	👩🏼‍❤️‍👨🏻;pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a swětła barwa kóže|srjejźnoswětła barwa kóže|swětła barwa kóže|žeńska
	👩🏼‍❤️‍👨🏼;pórik z wutšobku: žeńska, muski a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏼‍❤️‍👨🏽;pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a wósrědna barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏼‍❤️‍👨🏾;pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏼‍❤️‍👨🏿;pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnoswětła barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏽‍❤️‍👨🏻;pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a swětła barwa kóže|swětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👨🏼;pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👨🏽;pórik z wutšobku: žeńska, muski a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski a wósrědna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👨🏾;pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👨🏿;pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, wósrědna barwa kóže a śamna barwa kóže|śamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏾‍❤️‍👨🏻;pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a swětła barwa kóže|srjejźnośamna barwa kóže|swětła barwa kóže|žeńska
	👩🏾‍❤️‍👨🏼;pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏾‍❤️‍👨🏽;pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a wósrědna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏾‍❤️‍👨🏾;pórik z wutšobku: žeńska, muski a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|žeńska
	👩🏾‍❤️‍👨🏿;pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, srjejźnośamna barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže|žeńska
	👩🏿‍❤️‍👨🏻;pórik z wutšobku: žeńska, muski, śamna barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, śamna barwa kóže a swětła barwa kóže|śamna barwa kóže|swětła barwa kóže|žeńska
	👩🏿‍❤️‍👨🏼;pórik z wutšobku: žeńska, muski, śamna barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, śamna barwa kóže a srjejźnoswětła barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏿‍❤️‍👨🏽;pórik z wutšobku: žeńska, muski, śamna barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, śamna barwa kóže a wósrědna barwa kóže|śamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏿‍❤️‍👨🏾;pórik z wutšobku: žeńska, muski, śamna barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski, śamna barwa kóže a srjejźnośamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže|žeńska
	👩🏿‍❤️‍👨🏿;pórik z wutšobku: žeńska, muski a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, muski a śamna barwa kóže|śamna barwa kóže|žeńska
👨‍❤️‍👨;pórik z wutšobku: muski, muski;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski
	👨🏻‍❤️‍👨🏻;pórik z wutšobku: muski, muski a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski a swětła barwa kóže|swětła barwa kóže
	👨🏻‍❤️‍👨🏼;pórik z wutšobku: muski, muski, swětła barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, swětła barwa kóže a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|swětła barwa kóže
	👨🏻‍❤️‍👨🏽;pórik z wutšobku: muski, muski, swětła barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, swětła barwa kóže a wósrědna barwa kóže|swětła barwa kóže|wósrědna barwa kóže
	👨🏻‍❤️‍👨🏾;pórik z wutšobku: muski, muski, swětła barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, swětła barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|swětła barwa kóže
	👨🏻‍❤️‍👨🏿;pórik z wutšobku: muski, muski, swětła barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, swětła barwa kóže a śamna barwa kóže|śamna barwa kóže|swětła barwa kóže
	👨🏼‍❤️‍👨🏻;pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a swětła barwa kóže|srjejźnoswětła barwa kóže|swětła barwa kóže
	👨🏼‍❤️‍👨🏼;pórik z wutšobku: muski, muski a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže
	👨🏼‍❤️‍👨🏽;pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a wósrědna barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže
	👨🏼‍❤️‍👨🏾;pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže
	👨🏼‍❤️‍👨🏿;pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnoswětła barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže
	👨🏽‍❤️‍👨🏻;pórik z wutšobku: muski, muski, wósrědna barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, wósrědna barwa kóže a swětła barwa kóže|swětła barwa kóže|wósrědna barwa kóže
	👨🏽‍❤️‍👨🏼;pórik z wutšobku: muski, muski, wósrědna barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, wósrědna barwa kóže a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže
	👨🏽‍❤️‍👨🏽;pórik z wutšobku: muski, muski a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski a wósrědna barwa kóže|wósrědna barwa kóže
	👨🏽‍❤️‍👨🏾;pórik z wutšobku: muski, muski, wósrědna barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, wósrědna barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže
	👨🏽‍❤️‍👨🏿;pórik z wutšobku: muski, muski, wósrědna barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, wósrědna barwa kóže a śamna barwa kóže|śamna barwa kóže|wósrědna barwa kóže
	👨🏾‍❤️‍👨🏻;pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a swětła barwa kóže|srjejźnośamna barwa kóže|swětła barwa kóže
	👨🏾‍❤️‍👨🏼;pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže
	👨🏾‍❤️‍👨🏽;pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a wósrědna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže
	👨🏾‍❤️‍👨🏾;pórik z wutšobku: muski, muski a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže
	👨🏾‍❤️‍👨🏿;pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, srjejźnośamna barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže
	👨🏿‍❤️‍👨🏻;pórik z wutšobku: muski, muski, śamna barwa kóže a swětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, śamna barwa kóže a swětła barwa kóže|śamna barwa kóže|swětła barwa kóže
	👨🏿‍❤️‍👨🏼;pórik z wutšobku: muski, muski, śamna barwa kóže a srjejźnoswětła barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, śamna barwa kóže a srjejźnoswětła barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže
	👨🏿‍❤️‍👨🏽;pórik z wutšobku: muski, muski, śamna barwa kóže a wósrědna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, śamna barwa kóže a wósrědna barwa kóže|śamna barwa kóže|wósrědna barwa kóže
	👨🏿‍❤️‍👨🏾;pórik z wutšobku: muski, muski, śamna barwa kóže a srjejźnośamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski, śamna barwa kóže a srjejźnośamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže
	👨🏿‍❤️‍👨🏿;pórik z wutšobku: muski, muski a śamna barwa kóže;lubosć|muski|pórik|pórik z wutšobku|pórik z wutšobku: muski, muski a śamna barwa kóže|śamna barwa kóže
👩‍❤️‍👩;pórik z wutšobku: žeńska, žeńska;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska|žeńska
	👩🏻‍❤️‍👩🏻;pórik z wutšobku: žeńska, žeńska a swětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska a swětła barwa kóže|swětła barwa kóže|žeńska
	👩🏻‍❤️‍👩🏼;pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a srjejźnoswětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|swětła barwa kóže|žeńska
	👩🏻‍❤️‍👩🏽;pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a wósrědna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a wósrědna barwa kóže|swětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏻‍❤️‍👩🏾;pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a srjejźnośamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|swětła barwa kóže|žeńska
	👩🏻‍❤️‍👩🏿;pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a śamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, swětła barwa kóže a śamna barwa kóže|śamna barwa kóže|swětła barwa kóže|žeńska
	👩🏼‍❤️‍👩🏻;pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a swětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a swětła barwa kóže|srjejźnoswětła barwa kóže|swětła barwa kóže|žeńska
	👩🏼‍❤️‍👩🏼;pórik z wutšobku: žeńska, žeńska a srjejźnoswětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏼‍❤️‍👩🏽;pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a wósrědna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a wósrědna barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏼‍❤️‍👩🏾;pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏼‍❤️‍👩🏿;pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a śamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnoswětła barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏽‍❤️‍👩🏻;pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a swětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a swětła barwa kóže|swětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👩🏼;pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a srjejźnoswětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👩🏽;pórik z wutšobku: žeńska, žeńska a wósrědna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska a wósrědna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👩🏾;pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a srjejźnośamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏽‍❤️‍👩🏿;pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a śamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, wósrědna barwa kóže a śamna barwa kóže|śamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏾‍❤️‍👩🏻;pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a swětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a swětła barwa kóže|srjejźnośamna barwa kóže|swětła barwa kóže|žeńska
	👩🏾‍❤️‍👩🏼;pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a srjejźnoswětła barwa kóže|srjejźnośamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏾‍❤️‍👩🏽;pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a wósrědna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a wósrědna barwa kóže|srjejźnośamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏾‍❤️‍👩🏾;pórik z wutšobku: žeńska, žeńska a srjejźnośamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska a srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|žeńska
	👩🏾‍❤️‍👩🏿;pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a śamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, srjejźnośamna barwa kóže a śamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže|žeńska
	👩🏿‍❤️‍👩🏻;pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a swětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a swětła barwa kóže|śamna barwa kóže|swětła barwa kóže|žeńska
	👩🏿‍❤️‍👩🏼;pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a srjejźnoswětła barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a srjejźnoswětła barwa kóže|śamna barwa kóže|srjejźnoswětła barwa kóže|žeńska
	👩🏿‍❤️‍👩🏽;pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a wósrědna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a wósrědna barwa kóže|śamna barwa kóže|wósrědna barwa kóže|žeńska
	👩🏿‍❤️‍👩🏾;pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a srjejźnośamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska, śamna barwa kóže a srjejźnośamna barwa kóže|śamna barwa kóže|srjejźnośamna barwa kóže|žeńska
	👩🏿‍❤️‍👩🏿;pórik z wutšobku: žeńska, žeńska a śamna barwa kóže;lubosć|pórik|pórik z wutšobku|pórik z wutšobku: žeńska, žeńska a śamna barwa kóže|śamna barwa kóže|žeńska
👨‍👩‍👦;familija: muski, žeńska a gólc;familija|familija: muski, žeńska a gólc|gólc|góle|mama|muski|nan|žeńska
👨‍👩‍👧;familija: muski, žeńska a źowćo;familija|familija: muski, žeńska a źowćo|góle|mama|muski|nan|žeńska|źowćo
