[smileys_emotion]
😀;fuska mai murmushin baki har kunne;fuska mai murmushin baki har kunne|murmushi|uska
	👩🏻‍❤️‍👩🏽;miji da mata tare da zuciya: mace, mace, launin fata mai haske, madaidaicin launin fata;launin fata mai haske|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai haske, madaidaicin launin fata|soyayya
	👩🏻‍❤️‍👩🏾;miji da mata tare da zuciya: mace, mace, launin fata mai haske, launin fata mai madaidaicin duhu;launin fata mai haske|launin fata mai madaidaicin duhu|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai haske, launin fata mai madaidaicin duhu|soyayya
	👩🏻‍❤️‍👩🏿;miji da mata tare da zuciya: mace, mace, launin fata mai haske, launin fata mai duhu;launin fata mai duhu|launin fata mai haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai haske, launin fata mai duhu|soyayya
	👩🏼‍❤️‍👩🏻;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, launin fata mai haske;launin fata mai haske|launin fata mai madaidaicin haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, launin fata mai haske|soyayya
	👩🏼‍❤️‍👩🏼;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske|soyayya
	👩🏼‍❤️‍👩🏽;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, madaidaicin launin fata;launin fata mai madaidaicin haske|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, madaidaicin launin fata|soyayya
	👩🏼‍❤️‍👩🏾;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|launin fata mai madaidaicin haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, launin fata mai madaidaicin duhu|soyayya
	👩🏼‍❤️‍👩🏿;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, launin fata mai duhu;launin fata mai duhu|launin fata mai madaidaicin haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin haske, launin fata mai duhu|soyayya
	👩🏽‍❤️‍👩🏻;miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai haske;launin fata mai haske|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai haske|soyayya
	👩🏽‍❤️‍👩🏼;miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai madaidaicin haske|soyayya
	👩🏽‍❤️‍👩🏽;miji da mata tare da zuciya: mace, mace, madaidaicin launin fata;mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, madaidaicin launin fata|soyayya
	👩🏽‍❤️‍👩🏾;miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai madaidaicin duhu|soyayya
	👩🏽‍❤️‍👩🏿;miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai duhu;launin fata mai duhu|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, madaidaicin launin fata, launin fata mai duhu|soyayya
	👩🏾‍❤️‍👩🏻;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, launin fata mai haske;launin fata mai haske|launin fata mai madaidaicin duhu|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, launin fata mai haske|soyayya
	👩🏾‍❤️‍👩🏼;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, launin fata mai madaidaicin haske;launin fata mai madaidaicin duhu|launin fata mai madaidaicin haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, launin fata mai madaidaicin haske|soyayya
	👩🏾‍❤️‍👩🏽;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, madaidaicin launin fata;launin fata mai madaidaicin duhu|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, madaidaicin launin fata|soyayya
	👩🏾‍❤️‍👩🏾;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu|soyayya
	👩🏾‍❤️‍👩🏿;miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, launin fata mai duhu;launin fata mai duhu|launin fata mai madaidaicin duhu|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai madaidaicin duhu, launin fata mai duhu|soyayya
	👩🏿‍❤️‍👩🏻;miji da mata tare da zuciya: mace, mace, launin fata mai duhu, launin fata mai haske;launin fata mai duhu|launin fata mai haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai duhu, launin fata mai haske|soyayya
	👩🏿‍❤️‍👩🏼;miji da mata tare da zuciya: mace, mace, launin fata mai duhu, launin fata mai madaidaicin haske;launin fata mai duhu|launin fata mai madaidaicin haske|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai duhu, launin fata mai madaidaicin haske|soyayya
	👩🏿‍❤️‍👩🏽;miji da mata tare da zuciya: mace, mace, launin fata mai duhu, madaidaicin launin fata;launin fata mai duhu|mace|madaidaicin launin fata|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai duhu, madaidaicin launin fata|soyayya
	👩🏿‍❤️‍👩🏾;miji da mata tare da zuciya: mace, mace, launin fata mai duhu, launin fata mai madaidaicin duhu;launin fata mai duhu|launin fata mai madaidaicin duhu|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai duhu, launin fata mai madaidaicin duhu|soyayya
	👩🏿‍❤️‍👩🏿;miji da mata tare da zuciya: mace, mace, launin fata mai duhu;launin fata mai duhu|mace|miji da mata|miji da mata tare da zuciya|miji da mata tare da zuciya: mace, mace, launin fata mai duhu|soyayya
👨‍👩‍👦;iyali: namiji, mace, yaro;iyali|iyali: namiji, mace, yaro|mace|namiji|yaro
👨‍👩‍👧;iyali: namiji, mace, yarinya;iyali|iyali: namiji, mace, yarinya|mace|namiji|yarinya
👨‍👩‍👧‍👦;iyali: namiji, mace, yarinya, yaro;iyali|iyali: namiji, mace, yarinya, yaro|mace|namiji|yarinya|yaro
👨‍👩‍👦‍👦;iyali: namiji, mace, yaro, yaro;iyali|iyali: namiji, mace, yaro, yaro|mace|namiji|yaro
👨‍👩‍👧‍👧;iyali: namiji, mace, yarinya, yarinya;iyali|iyali: namiji, mace, yarinya, yarinya|mace|namiji|yarinya
👨‍👨‍👦;iyali: namiji, namiji, yaro;iyali|iyali: namiji, namiji, yaro|namiji|yaro
👨‍👨‍👧;iyali: namiji, namiji, yarinya;iyali|iyali: namiji, namiji, yarinya|namiji|yarinya
👨‍👨‍👧‍👦;iyali: namiji, namiji, yarinya, yaro;iyali|iyali: namiji, namiji, yarinya, yaro|namiji|yarinya|yaro
👨‍👨‍👦‍👦;iyali: namiji, namiji, yaro, yaro;iyali|iyali: namiji, namiji, yaro, yaro|namiji|yaro
👨‍👨‍👧‍👧;iyali: namiji, namiji, yarinya, yarinya;iyali|iyali: namiji, namiji, yarinya, yarinya|namiji|yarinya
👩‍👩‍👦;iyali: mace, mace, yaro;iyali|iyali: mace, mace, yaro|mace|yaro
👩‍👩‍👧;iyali: mace, mace, yarinya;iyali|iyali: mace, mace, yarinya|mace|yarinya
👩‍👩‍👧‍👦;iyali: mace, mace, yarinya, yaro;iyali|iyali: mace, mace, yarinya, yaro|mace|yarinya|yaro
👩‍👩‍👦‍👦;iyali: mace, mace, yaro, yaro;iyali|iyali: mace, mace, yaro, yaro|mace|yaro
👩‍👩‍👧‍👧;iyali: mace, mace, yarinya, yarinya;iyali|iyali: mace, mace, yarinya, yarinya|mace|yarinya
👨‍👦;iyali: namiji, yaro;iyali|iyali: namiji, yaro|namiji|yaro
👨‍👦‍👦;iyali: namiji, yaro, yaro;iyali|iyali: namiji, yaro, yaro|namiji|yaro
👨‍👧;iyali: namiji, yarinya;iyali|iyali: namiji, yarinya|namiji|yarinya
👨‍👧‍👦;iyali: namiji, yarinya, yaro;iyali|iyali: namiji, yarinya, yaro|namiji|yarinya|yaro
👨‍👧‍👧;iyali: namiji, yarinya, yarinya;iyali|iyali: namiji, yarinya, yarinya|namiji|yarinya
👩‍👦;iyali: mace, yaro;iyali|iyali: mace, yaro|mace|yaro
👩‍👦‍👦;iyali: mace, yaro, yaro;iyali|iyali: mace, yaro, yaro|mace|yaro
👩‍👧;iyali: mace, yarinya;iyali|iyali: mace, yarinya|mace|yarinya
👩‍👧‍👦;iyali: mace, yarinya, yaro;iyali|iyali: mace, yarinya, yaro|mace|yarinya|yaro
👩‍👧‍👧;iyali: mace, yarinya, yarinya;iyali|iyali: mace, yarinya, yarinya|mace|yarinya
🗣️;kai mai yin magana;daga kai|fuska|kai|kai mai yin magana|magana|yin magana
👤;daga kai har ƙirji;daga kai|daga kai har ƙirji|ƙirji
👥;daga kanu har ƙirji;daga kai|daga kanu har ƙirji|ƙirji
🫂;mutane na runguma;ban kwana|godiya|mutane na runguma|runguma|sannu
👪;iyali;iyali
🧑‍🧑‍🧒;iyali: manya, manya, yara;iyali: manya|iyali: manya, manya, yara|manya|yara
🧑‍🧑‍🧒‍🧒;iyali: manya, manya, yara, yara;iyali: manya|iyali: manya, manya, yara, yara|manya|yara
🧑‍🧒;iyali: manya, yara;iyali: manya|iyali: manya, yara|yara
🧑‍🧒‍🧒;iyali: manya, yara, yara;iyali: manya|iyali: manya, yara, yara|yara
👣;sawaye;buga|sawaye|sawu|sutura

[animals_nature]
🐵;fuskar biri;biri|fuska|fuskar biri
🐒;biri;biri
🦍;birin gorilla;birin gorilla
🦧;babban biri;babban biri|biri
🐶;fuskar kare;dabbar gida|fuska|fuskar kare|kare
🐕;kare;dabbar gida|kare
🦮;karen jagora;jagora|karen jagora|makaho|samun dama
🐕‍🦺;karen aiki;aiki|kare|karen aiki|samun wuri|taimako
🐩;karen poodle;kare|karen poodle
🐺;ƙyarkaci;fuskar|ƙyarkaci
🦊;yanyawa;fuskar|yanyawa
🦝;rakon;rakon|son sani|wawa
🐱;fuskar kyanwa;dabbar gida|fuskar|kyanwa
🐈;kyanwa;dabbar gida|kyanwa
🐈‍⬛;Bakin kyanwa;baki|Bakin kyanwa|kyanwa|mara saʼa
🦁;zaki;falaki|fuskar zaki|Vote fuska|Zaki
🐯;fuskar damisa mai ratsi-ratsi;damisa|fuska|fuskar damisa mai ratsi-ratsi
🐅;damisa mai ratsi-ratsi;damisa mai ratsi-ratsi
🐆;damisa;damisa
🐴;fuskar doki;doki|fuska|fuskar doki
🫎;karakanda;dabba|dabbobi masu shayarwa|karakanda|karkand|tururuwa
🫏;jaki;alfadara|buro|dabba|dabbobi masu shayarwa|jaki|kasa|mai taurin kai
🐎;doki;dawaki|doki|sukuwa|tsere
🦄;fuskar dabbar unicorn;dabbar unicorn|fuska|fuskar dabbar unicorn
🦓;jakin dawa;jakin dawa|ratsi
🦌;barewa;barewa
🦬;gwanki;ɓauna|garke|gwanki
🐮;fuskar saniya;fuska|fuskar saniya|saniya
🐂;takarkari;Bijimi|falaki|takarkari|taƙarƙari
🐃;ɓaunan ruwa;ɓauna|ɓaunan ruwa|ruwa
🐄;saniya;saniya
🐷;fuskar alade;alade|fuska|fuskar alade
🐖;alade;alade|ta-macen alade
🐗;gadu;alade|gadu
🐽;hancin alade;alade|fuska|hanci|hancin alade
🐏;rago;falaki|Kan rago|mutum|rago|tunkiya
🐑;tunkiya;ta-mace|tunkiya
🐐;akuya;akuya|Capricorn|zodiac
🐪;raƙumi;raƙumi|tozo
🐫;raƙumi mai tozon biyu;bactrian|raƙumi|raƙumi mai tozon biyu|tozo
🦙;raƙumin dajin llama;alpaca|guanaco|raƙumin dajin llama|ulu|vicuna
🦒;raƙumin dawa;ɗige-ɗige|raƙumin dawa
🐘;giwa;giwa
🦣;giwa mai dogon haure;babba|da ulu|giwa mai dogon haure|haure|ƙarewa
🦏;karkanda;karkanda
🦛;dorina;dorina|dorinar ruwa
🐭;fuskar kusu;fuska|fuskar kusu|kusu
🐁;kusu;kusu
🐀;ɓera;ɓera
🐹;dabbar hamster;dabbar gida|dabbar hamster|fuska|fuskar dabbar hamster
🐰;fuskar zomo;dabbar gida|fuska|fuskar zomo|zomo
🐇;zomo;dabbar gida|zomo
🐿️;kurege;chipmunk|kurege
🦫;dabbar beaver;dabbar beaver|dam
🦔;dabbar hedgehog;dabbar hedgehog|mai tsini
🦇;jemage;jemage|mai shan jini
🐻;fuskar dabbar bear;dabbar bear|fuska|fuskar dabbar bear
🐻‍❄️;dabban karshen duniya;dabban karshen duniya|fari|karshen duniya
🐨;dabbar koala;dabbar koala|fuska|marsupial
🐼;fuskar dabbar panda;dabbar panda|fuska|fuskar dabbar panda
🦥;dabba mai kasala;a hankali|dabba mai kasala|kasala
🦦;otta;kamun kifi|mai wasa|otta
🦨;bodari;bodari|mai wari
🦘;kangaru;joey|kangaru|marsupial|Ostiraliya|tsalle
🦡;baja;baja|bajar zuma|damu
🐾;zanen dagi;dagi|ƙafafu|zane|zanen dagi
🦃;talo-talo;talo-talo|tsuntsu
🐔;kaza;kaza|tsuntsu
🐓;zakara;tsuntsu|zakara
🐣;ɗan tsako mai ƙyanƙyashe;ɗan|ɗan tsako mai ƙyanƙyashe|ƙyanƙyashe|tsako|tsuntsu
🐤;ƙaramin ɗan tsako;ɗan|ƙaramin ɗan tsako|tsako|tsuntsu
🐥;ƙaramin ɗan tsako mai dubawa-gaba;ɗan|ƙaramin ɗan tsako mai dubawa-gaba|tsako|tsuntsu
🐦;tsuntsu;tsuntsu
🐧;tsuntsun Penguin;tsuntsu|tsuntsun Penguin
🕊️;kurciya;kurciya|tashi|tsuntsu|zaman lafiya
🦅;mikiya;mikiya|tsuntsu
🦆;agwagwa;agwagwa|tsuntsu
🦢;agwagwar ruwa;agwagwar ruwa|cygnet|mummunar agwagwa|tsuntsu
🦉;mujiya;mai hikima|mujiya|tsuntsu
🦤;agwagwar dodo;agwagwar dodo|babba|ƙarewa|Mauritius
🪶;gashin tsuntsu;gashin tsuntsu|haske|jirgin sama|tsuntsu
🦩;filamingo;filamingo|mai taƙama|na wurare masu zafi
🦚;ɗawisu;ɗawisu|kwalliya|ƙarin rana|taƙama|tsuntsu
🦜;aku;aku|ɗan fashin teku|magana|tsuntsu
🪽;fuffuke;fuffuke|hikayar mafari|jirgin sama|na malaʼika|tsuntsu|yawo
🐦‍⬛;babban tsuntsu;babban tsuntsu|baki|hankaka|rok|tsuntsu
🪿;gis;gis|kowa|tsuntsu|wauta
🐦‍🔥;phoenix;haihuwan matacce|kirkirarren labari|phoenix|sabon haihuwa|tsuntsun wuta
🐸;kwaɗo;fuska|kwaɗo
🐊;kada;kada
🐢;ƙififfiya;kunkuru|ƙififfiya|ƙififfiyar kogi
🦎;ƙadangare;ja jiki|ƙadangare
🐍;maciji;maciji|maɗauki|Ophiuchus|zodiac
🐲;fuskar dabbar daragon;dabbar daragon|fuska|fuskar dabbar daragon|labarin aljana
🐉;daragon;daragon|labarin aljana
🦕;dabbar sauropod;brontosaurus|dabbar sauropod|dabbobin brachiosaurus|diplodocus|sauropod
🦖;dabbar T-Rex;dabbar T-Rex|Tyrannosaurus Rex
🐳;dabbar whale mai fitowar da ruwa;dabbar whale|dabbar whale mai fitowar da ruwa|fuska|mai fitowar da ruwa
🐋;dabbar whale;dabbar whale
🐬;kifin dolphin;kifin dolphin|reshe mara yatsa
🦭;ayu;ayu|zakin teku
🐟;kifi;falaki|Kifi
🐠;kifi na wuri mai zafi;kifi|kifi na wuri mai zafi|wuri mai zafi
🐡;kifi mai kumbura;kifi|kifi mai kumbura
🦈;kifin shark;kifi|kifin shark
🐙;dabbar octopus;dabbar octopus
🐚;lanƙwasasshen ƙumba;ƙumba|lanƙwasasshe|lanƙwasasshen ƙumba
🪸;ciyawa;ciyawa|ciyawar|teku
🪼;jelisih;dabba marar ƙashi|jeli|jelisih|ƙone|mai harbi|teku|uwa
🐌;dodon koɗi;dodon koɗi
🦋;malam-buɗe-mana-littafi;kyakkyawa|ƙwaro|malam-buɗe-mana-littafi
🐛;ƙwaro;ƙwaro
🐜;cinnaka;cinnaka|ƙwaro
🐝;zuma;ƙwaro|zuma
🪲;buzuzu;buzuzu|ƙwari|ƙwaro
🐞;buzuzun turawa;buzuzu|buzuzun turawa|ƙwaro|ƙwaron ladybird|ƙwaron ladybug
🦗;gyare;fara|gyare
🪳;kyankyaso;kyankyaso|ƙwari|ƙwaro
🕷️;gizo;gizo|ƙwaro
🕸️;yanar gizo-gizo;gizo-gizo|yanar
🦂;kunama;falaki|Kunama
🦟;sauro;cuta|ƙwaro|ƙwayar cuta|sauro|zazzaɓi|zazzaɓin cizon sauro
🪰;ƙuda;cuta|ƙuda|ƙwaro|ruɓewa|tsutsa
🪱;tsutsa;gwazarma|kaska|tana|tsutsa
🦠;tsutsar microbe;kwayoyin cuta|ƙwayar cuta|tsutsar amoeba|tsutsar microbe
💐;jerin fure;fure|jerin fure
🌸;hudar cherry;cherry|fure|huda|hudar cherry
💮;farin fure;farin fure|fure
🪷;magarya;Addinin Hindu|Buddha|fure|Indiya|magarya|tsarki|Vietnam
🏵️;rosette;rosette|shuke
🌹;furen wardi;fure|furen wardi
🥀;lanƙwasasshen fure;fure|lanƙwasasshe|lanƙwasasshen fure
🌺;zoɓorodo;fure|zoɓorodo
🌻;furenrana;fure|furenrana|rana
🌼;huda;fure|huda
🌷;fure;fure
🪻;hayasin;bluebonnet|fure|hayasin|labenda|lufin|sinafdiragon
🌱;dashe;dashe|ƙarami
🪴;tsire-tsire na tukunya;ciyarwa|gida|girma|gundura|mara amfani|shuka|tsire-tsire na tukunya
🌲;bishiya mai tsanwa;bishiya|bishiya mai tsanwa
🌳;bishiya mai kaɗe ganye;bishiya|bishiya mai kaɗe ganye|kaɗewa|mai kaɗe ganye
🌴;bishiyar kwakwa;bishiya|bishiyar kwakwa|kwakwa
🌵;kyarana;kyarana|shuke
🌾;damin shinkafa;damin shinkafa|hatsi|shinkafa|zangarniya
🌿;ganye;ganye
☘️;koren ganye;koren ganye|shuka
🍀;clover mai ganye huɗu;clover|clover mai ganye huɗu|ganye|huɗu|Vote 4
🍁;busasshen ganye;busasshe|busasshen ganye|faɗuwa|ganye
🍂;ganyen da ya faɗi;faɗuwa|ganye|ganyen da ya faɗi
🍃;ganye mai yin filfilwa a iska;ganye|ganye mai yin filfilwa a iska|iska|kaɗa|yi filfilwa
🪹;sheƙar da ba komai;sheƙar da ba komai|yin sheƙa
🪺;sheƙa mai ƙwai;sheƙa mai ƙwai|yin sheƙa
🍄;inuwar-kwaɗi;inuwar-kwaɗi|lemar-kwaɗi|shuken toadstool

[food_drink]
🍇;inabi;ɗan itace|inabi
🍈;malo;ɗan itace|malo
🍉;kankana;ɗan itace|kankana
🍊;tanjarin;ɗan itace|lemo|tanjarin
🍋;ruwan lemo;ɗan itace|kayan lemo|ruwan lemo
🍋‍🟩;lemun tsami;kayan lemu|lemun tsami|wurare masu zafi|ʼyaʼyan itace
🍌;ayaba;ayaba|ɗan itace
🍍;abarba;abarba|ɗan itace
🥭;mangoro;ɗan itace|mangoro|na wurare masu zafi
🍎;jan tuffa;ɗan itace|ja|jan tuffa|tuffa
🍏;koren tuffa;ɗan itace|kore|koren tuffa|tuffa
🍐;fiya;ɗan itace|fiya
🍑;ruwan tufa;ɗan itace|ruwan tufa
🍒;ceri;ceri|ɗan itace
🍓;sitiroberi;beri|ɗan itace|sitiroberi
🫐;buluberi;beri|bilberi|buluberi|buluberis|shuɗi
🥝;ɗan itacen kiwi;abinci|ɗan itace|ɗan itacen kiwi|kiwi
🍅;tumatir;abincin ganye|ɗan itace|tumatir
🫒;zaitun;abinci|zaitun
🥥;kwakwa;dabino|kwakwa|pina colada
🥑;abokado;abinci|abokado|ɗan itace
🍆;gauta;abincin ganye|aubergine|gauta
🥔;dankali;abinci|dankali|ganye
🥕;karas;abinci|ganye|karas
🌽;zangarniyar masara;hatsi|masara|tararrun gadina|zangarniya|zangarniyar masara
🌶️;barkono mai zafi;barkono|barkono mai zafi|zafi
🫑;koren tattasai;barkono|kayan lambu|koren tattasai|tattasai
🥒;kokwamba;abinci|ganye|kokwamba|mai daɗi
🥬;koren ganyayyaki;ganyen bok choy|kabeji|kale|koren ganyayyaki|latas
🥦;burokoli;burokoli|kabeji na daji
🧄;tafarnuwa;ɗanɗano|tafarnuwa
🧅;albasa;albasa|ɗanɗano
🥜;gyaɗa;ganye|gyaɗa|kayan lambu|Vote abinci
🫘;wake;abinci|jan wake|ƙoda|wake
🌰;gyaɗar chestnut;chestnut|gyaɗar chestnut|shuka
🫚;saiwar citta;giya|kayan ƙanshi|saiwa|saiwar citta
🫛;koren wake na fis;karen|kayan lambu|koren wake|koren wake na fis|legume|wake|wake na fis
🍄‍🟫;naman kazan launin ruwan kasa;abinci|kayan lambu|naman gwari|naman kazan launin ruwan kasa|yanayi
🍞;burodi;burodi|burodi mai yanke-yanke
🥐;burodin croissant;abinci|abincin burodin croissant|burodi|burodin croissant|na faransa
🥖;burodin baguette;abinci|baguette|burodi|burodin baguette|na faransa
🫓;kewayayyen burodi;arepa|kewayayyen burodi|lavash|naan|pita
🥨;biskit na pretzel;biskit na pretzel|murɗaɗɗe
🥯;burodin bagel;burodin bagel|burodin begel|cin abincin safe|gidan burodi
🥞;fanke;abinci|abincin safe|crêpe|fanke|kek mai zafi|kek mai zafi fanke
🧇;waina;abincin safe|ayan|mara yanke shawara|waina
🧀;mayankin cuku;cuku|mayankin cuku
🍖;nama a kan ƙashi;ƙashi|nama|nama a kan ƙashi
🍗;cinyar kaza;cinyar kaza|kaji|kaza|ƙafa|ƙashi
🥩;yankan nama;naman shanu|yanka|yankan nama|yankan naman alade|yankan naman ɗan rago
🥓;naman alade;abinci|abincin safe|nama|naman alade
🍔;biredin hamburger;biredin burger|biredin hamburger
🍟;soyayyen dankali;dankali|soyayye|soyayyen dankali
🍕;fanken pizza;cuku|fanken pizza|yanki
🌭;biredin hot dog;biredin hot dog|frankfurter|hot dog|sausage
🥪;abincin sandwich;abincin sandwich|burodi
🌮;fanken taco;fanken taco|na mexico
🌯;fanken burrito;fanken burrito|na mexico|naɗi
🫔;biredin tamale;biredin tamale|na mexico|nannaɗaɗɗe
🥙;cikakken burodi;abinci|burodi mai lebur|cikakke|cikakken burodi|falafel|kebab|wuta
🧆;dunƙulen falafel;dunƙulen falafel|kaji|nama
🥚;ƙwai;abinci|abincin safe|ƙwai
🍳;girkawa;abincin safe|girkawa|kwanon tuya|ƙwai|soyawa
🥘;kwanon mara zurfi na abinci;abinci|kwanon mara zurfi na abinci|kwanon tuya|mara zurfi|miyan casserole|paella
🍲;tukunyar abinci;miya|tukunya|tukunyar abinci
🫕;narkakken cuku;cakulan|cuku|narkakken cuku|narke|Swiss|tukunya
🥣;kwano tare da cokali;abincin safe|congee|hatsi|kwano tare da cokali
🥗;salak na ganye;abinci|ganyen|salak|salak na ganye
🍿;gugguru;gugguru
🧈;bota;bota|na shanu
🧂;gishiri;ɗanɗano|gishiri|shaker
🥫;abinci na gwangwani;abinci na gwangwani|gwangwani
🍱;akwatin bento;akwati|akwatin bento|bento
🍘;biskit na shinkafa;biskit|biskit na shinkafa|shinkafa
🍙;curin shinkafa;curi|curin shinkafa|Na japan|shinkafa
🍚;dafaffen shinkafa;dafaffe|dafaffen shinkafa|shinkafa
🍛;shinkafa na kori;kori|shinkafa|shinkafa na kori
🍜;kwano mai dambatawa;dambatawa|kwano|kwano mai dambatawa|ramen|taliya
🍝;taliya;fasta|taliya
🍠;gasasshen dankali;dankali|gasasshe|gasasshen dankali|zaƙi
🍢;abincin oden;abincin oden|abincin teku|kebab|sanda|tsinke
🍣;abincin sushi;abincin sushi
🍤;soyayyen jatan lande;jatan lande|jatan lande turawa|soyayye|soyayyen jatan lande|tempura
🍥;kek na kifi mai juyawa;kayan kek|kek|kek na kifi mai juyawa|kifi|mai juyawa
🥮;kek ɗin wata;biki|kaka|kek ɗin wata|yuebing
🍡;alawar dango;alawar dango|kayan zaƙi|Na japan|sanda|tsinke|zaƙi
🥟;ƙaramar kwaɓaɓɓiyar fulawa;empanada|gyoza|jiaozi|ƙaramar kwaɓaɓɓiyar fulawa|pierogi|potsticker
🥠;biskit na dukiya;biskit na dukiya|duba
🥡;akwatin abinci na fita waje;akwatin abinci na fita waje|bokitin oyster
🦀;ƙaguwa;falaki|Ƙaguwa
🦞;ƙaguwar lobster;abincin teku|bisque|fika|ƙaguwar lobster
🦐;jatanlande;abinci|jatanlande|kifi mai katantanwa|ƙarami
🦑;jatan lande na turawa;abinci|jatan lande na turawa|molusc
🦪;oyesta;luʼu-luʼu|nutso|oyesta
🍦;ƙanƙara Mai taushi;kayan zaƙi|ƙanƙara|ƙanƙara Mai taushi|mai taushi|mai zaƙi
🍧;rugurgujen ƙanƙara;kayan zaƙi|ƙanƙara|mai zaƙi|rugurguje|rugurgujen ƙanƙara
🍨;ƙanƙara;kirim|ƙanƙara|ƙayan zaƙi|mai zaƙi
🍩;donot;abincin safe|donot|kayan zaƙi|mai zaƙi
🍪;biskit;biskit|kayan zaƙi|mai zaƙi
🎂;kek na ranar haihuwa;kayan kek|kayan zaƙi|kek|kek na ranar haihuwa|mai zaƙi|ranar haihuwa|shagali
🍰;yankin kek;kayan kek|kayan zaƙi|kek|mai zaƙi|shortcake|yanki|yankin kek
🧁;kek na kofi;gidan burodi|kek na kofi|mai zaƙi
🥧;fai;cika|fai|kayan fulawa
🍫;sandar Cakulan;cakulan|kayan zaƙi|mai zaƙi|sanda|sandar Cakulan
🍬;alawa;alawa|kayan zaƙi|mai zaƙi
🍭;alawar lollipop;alawa|alawar lollipop|kayan zaƙi|mai zaƙi
🍮;kwastad;alawa mai zaƙi|kayan zaƙi|kwastad|mai zaƙi
🍯;tukunyar zuma;mai zaƙi|tukunya|tukunyar zuma|zuma
🍼;kwalbar jarirai;jariri|kwalba|kwalbar jarirai|madara|sha
🥛;gilashin madara;abinsha|gilashi|gilashin madara|madara
☕;shayi mai zafi;kofi|mai tururi|sha|shayi|shayi mai zafi|zafi
🫖;butar shayi;butar shayi|sha|shayi|tukunya
🍵;kofin shayi mara mariƙi;kofi|kofin shayi|kofin shayi mara mariƙi|sha|shayi
🍶;giyar sake;giyar sake|kofi|kwalba|mashaya|sake|sha
🍾;kwalba mai murfi mai fashewa;fashewa|kwalba|kwalba mai murfi mai fashewa|mashaya|murfi|sha
