[smileys_emotion]
😀;grinende ansigt;glad|grinende ansigt|smilende ansigt|smiley
	👬🏽;to mænd hånd i hånd: medium teint;hånd i hånd|mænd|medium teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium teint|tvillingen|tvillinger
	👨🏽‍🤝‍👨🏾;to mænd hånd i hånd: medium teint og medium til mørk teint;hånd i hånd|mænd|medium teint|medium til mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium teint og medium til mørk teint|tvillingen|tvillinger
	👨🏽‍🤝‍👨🏿;to mænd hånd i hånd: medium teint og mørk teint;hånd i hånd|mænd|medium teint|mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium teint og mørk teint|tvillingen|tvillinger
	👨🏾‍🤝‍👨🏻;to mænd hånd i hånd: medium til mørk teint og lys teint;hånd i hånd|lys teint|mænd|medium til mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium til mørk teint og lys teint|tvillingen|tvillinger
	👨🏾‍🤝‍👨🏼;to mænd hånd i hånd: medium til mørk teint og medium til lys teint;hånd i hånd|mænd|medium til lys teint|medium til mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium til mørk teint og medium til lys teint|tvillingen|tvillinger
	👨🏾‍🤝‍👨🏽;to mænd hånd i hånd: medium til mørk teint og medium teint;hånd i hånd|mænd|medium teint|medium til mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium til mørk teint og medium teint|tvillingen|tvillinger
	👬🏾;to mænd hånd i hånd: medium til mørk teint;hånd i hånd|mænd|medium til mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium til mørk teint|tvillingen|tvillinger
	👨🏾‍🤝‍👨🏿;to mænd hånd i hånd: medium til mørk teint og mørk teint;hånd i hånd|mænd|medium til mørk teint|mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: medium til mørk teint og mørk teint|tvillingen|tvillinger
	👨🏿‍🤝‍👨🏻;to mænd hånd i hånd: mørk teint og lys teint;hånd i hånd|lys teint|mænd|mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: mørk teint og lys teint|tvillingen|tvillinger
	👨🏿‍🤝‍👨🏼;to mænd hånd i hånd: mørk teint og medium til lys teint;hånd i hånd|mænd|medium til lys teint|mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: mørk teint og medium til lys teint|tvillingen|tvillinger
	👨🏿‍🤝‍👨🏽;to mænd hånd i hånd: mørk teint og medium teint;hånd i hånd|mænd|medium teint|mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: mørk teint og medium teint|tvillingen|tvillinger
	👨🏿‍🤝‍👨🏾;to mænd hånd i hånd: mørk teint og medium til mørk teint;hånd i hånd|mænd|medium til mørk teint|mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: mørk teint og medium til mørk teint|tvillingen|tvillinger
	👬🏿;to mænd hånd i hånd: mørk teint;hånd i hånd|mænd|mørk teint|par|stjernetegn|to mænd hånd i hånd|to mænd hånd i hånd: mørk teint|tvillingen|tvillinger
💏;kys;kærlighed|kys|par med hjerte|romantik
	💏🏻;kys: lys teint;kærlighed|kys|kys: lys teint|lys teint|par med hjerte|romantik
	💏🏼;kys: medium til lys teint;kærlighed|kys|kys: medium til lys teint|medium til lys teint|par med hjerte|romantik
	💏🏽;kys: medium teint;kærlighed|kys|kys: medium teint|medium teint|par med hjerte|romantik
	💏🏾;kys: medium til mørk teint;kærlighed|kys|kys: medium til mørk teint|medium til mørk teint|par med hjerte|romantik
	💏🏿;kys: mørk teint;kærlighed|kys|kys: mørk teint|mørk teint|par med hjerte|romantik
	🧑🏻‍❤️‍💋‍🧑🏼;kys: voksen, voksen, lys teint og medium til lys teint;kærlighed|kys|kys: voksen, voksen, lys teint og medium til lys teint|lys teint|medium til lys teint|par med hjerte|romantik|voksen
	🧑🏻‍❤️‍💋‍🧑🏽;kys: voksen, voksen, lys teint og medium teint;kærlighed|kys|kys: voksen, voksen, lys teint og medium teint|lys teint|medium teint|par med hjerte|romantik|voksen
	🧑🏻‍❤️‍💋‍🧑🏾;kys: voksen, voksen, lys teint og medium til mørk teint;kærlighed|kys|kys: voksen, voksen, lys teint og medium til mørk teint|lys teint|medium til mørk teint|par med hjerte|romantik|voksen
	🧑🏻‍❤️‍💋‍🧑🏿;kys: voksen, voksen, lys teint og mørk teint;kærlighed|kys|kys: voksen, voksen, lys teint og mørk teint|lys teint|mørk teint|par med hjerte|romantik|voksen
	🧑🏼‍❤️‍💋‍🧑🏻;kys: voksen, voksen, medium til lys teint og lys teint;kærlighed|kys|kys: voksen, voksen, medium til lys teint og lys teint|lys teint|medium til lys teint|par med hjerte|romantik|voksen
	🧑🏼‍❤️‍💋‍🧑🏽;kys: voksen, voksen, medium til lys teint og medium teint;kærlighed|kys|kys: voksen, voksen, medium til lys teint og medium teint|medium teint|medium til lys teint|par med hjerte|romantik|voksen
	🧑🏼‍❤️‍💋‍🧑🏾;kys: voksen, voksen, medium til lys teint og medium til mørk teint;kærlighed|kys|kys: voksen, voksen, medium til lys teint og medium til mørk teint|medium til lys teint|medium til mørk teint|par med hjerte|romantik|voksen
	🧑🏼‍❤️‍💋‍🧑🏿;kys: voksen, voksen, medium til lys teint og mørk teint;kærlighed|kys|kys: voksen, voksen, medium til lys teint og mørk teint|medium til lys teint|mørk teint|par med hjerte|romantik|voksen
	🧑🏽‍❤️‍💋‍🧑🏻;kys: voksen, voksen, medium teint og lys teint;kærlighed|kys|kys: voksen, voksen, medium teint og lys teint|lys teint|medium teint|par med hjerte|romantik|voksen
	🧑🏽‍❤️‍💋‍🧑🏼;kys: voksen, voksen, medium teint og medium til lys teint;kærlighed|kys|kys: voksen, voksen, medium teint og medium til lys teint|medium teint|medium til lys teint|par med hjerte|romantik|voksen
	🧑🏽‍❤️‍💋‍🧑🏾;kys: voksen, voksen, medium teint og medium til mørk teint;kærlighed|kys|kys: voksen, voksen, medium teint og medium til mørk teint|medium teint|medium til mørk teint|par med hjerte|romantik|voksen
	🧑🏽‍❤️‍💋‍🧑🏿;kys: voksen, voksen, medium teint og mørk teint;kærlighed|kys|kys: voksen, voksen, medium teint og mørk teint|medium teint|mørk teint|par med hjerte|romantik|voksen
	🧑🏾‍❤️‍💋‍🧑🏻;kys: voksen, voksen, medium til mørk teint og lys teint;kærlighed|kys|kys: voksen, voksen, medium til mørk teint og lys teint|lys teint|medium til mørk teint|par med hjerte|romantik|voksen
	🧑🏾‍❤️‍💋‍🧑🏼;kys: voksen, voksen, medium til mørk teint og medium til lys teint;kærlighed|kys|kys: voksen, voksen, medium til mørk teint og medium til lys teint|medium til lys teint|medium til mørk teint|par med hjerte|romantik|voksen
	🧑🏾‍❤️‍💋‍🧑🏽;kys: voksen, voksen, medium til mørk teint og medium teint;kærlighed|kys|kys: voksen, voksen, medium til mørk teint og medium teint|medium teint|medium til mørk teint|par med hjerte|romantik|voksen
	🧑🏾‍❤️‍💋‍🧑🏿;kys: voksen, voksen, medium til mørk teint og mørk teint;kærlighed|kys|kys: voksen, voksen, medium til mørk teint og mørk teint|medium til mørk teint|mørk teint|par med hjerte|romantik|voksen
	🧑🏿‍❤️‍💋‍🧑🏻;kys: voksen, voksen, mørk teint og lys teint;kærlighed|kys|kys: voksen, voksen, mørk teint og lys teint|lys teint|mørk teint|par med hjerte|romantik|voksen
	🧑🏿‍❤️‍💋‍🧑🏼;kys: voksen, voksen, mørk teint og medium til lys teint;kærlighed|kys|kys: voksen, voksen, mørk teint og medium til lys teint|medium til lys teint|mørk teint|par med hjerte|romantik|voksen
	🧑🏿‍❤️‍💋‍🧑🏽;kys: voksen, voksen, mørk teint og medium teint;kærlighed|kys|kys: voksen, voksen, mørk teint og medium teint|medium teint|mørk teint|par med hjerte|romantik|voksen
	🧑🏿‍❤️‍💋‍🧑🏾;kys: voksen, voksen, mørk teint og medium til mørk teint;kærlighed|kys|kys: voksen, voksen, mørk teint og medium til mørk teint|medium til mørk teint|mørk teint|par med hjerte|romantik|voksen
👩‍❤️‍💋‍👨;kys: kvinde og mand;kærlighed|kvinde|kys|kys: kvinde og mand|mand|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👨🏻;kys: kvinde, mand og lys teint;kærlighed|kvinde|kys|kys: kvinde, mand og lys teint|lys teint|mand|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👨🏼;kys: kvinde, mand, lys teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, lys teint og medium til lys teint|lys teint|mand|medium til lys teint|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👨🏽;kys: kvinde, mand, lys teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, mand, lys teint og medium teint|lys teint|mand|medium teint|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👨🏾;kys: kvinde, mand, lys teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, lys teint og medium til mørk teint|lys teint|mand|medium til mørk teint|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👨🏿;kys: kvinde, mand, lys teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, lys teint og mørk teint|lys teint|mand|mørk teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👨🏻;kys: kvinde, mand, medium til lys teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til lys teint og lys teint|lys teint|mand|medium til lys teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👨🏼;kys: kvinde, mand og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, mand og medium til lys teint|mand|medium til lys teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👨🏽;kys: kvinde, mand, medium til lys teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til lys teint og medium teint|mand|medium teint|medium til lys teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👨🏾;kys: kvinde, mand, medium til lys teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til lys teint og medium til mørk teint|mand|medium til lys teint|medium til mørk teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👨🏿;kys: kvinde, mand, medium til lys teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til lys teint og mørk teint|mand|medium til lys teint|mørk teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👨🏻;kys: kvinde, mand, medium teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium teint og lys teint|lys teint|mand|medium teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👨🏼;kys: kvinde, mand, medium teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium teint og medium til lys teint|mand|medium teint|medium til lys teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👨🏽;kys: kvinde, mand og medium teint;kærlighed|kvinde|kys|kys: kvinde, mand og medium teint|mand|medium teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👨🏾;kys: kvinde, mand, medium teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium teint og medium til mørk teint|mand|medium teint|medium til mørk teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👨🏿;kys: kvinde, mand, medium teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium teint og mørk teint|mand|medium teint|mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👨🏻;kys: kvinde, mand, medium til mørk teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til mørk teint og lys teint|lys teint|mand|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👨🏼;kys: kvinde, mand, medium til mørk teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til mørk teint og medium til lys teint|mand|medium til lys teint|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👨🏽;kys: kvinde, mand, medium til mørk teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til mørk teint og medium teint|mand|medium teint|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👨🏾;kys: kvinde, mand og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand og medium til mørk teint|mand|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👨🏿;kys: kvinde, mand, medium til mørk teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, medium til mørk teint og mørk teint|mand|medium til mørk teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👨🏻;kys: kvinde, mand, mørk teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, mørk teint og lys teint|lys teint|mand|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👨🏼;kys: kvinde, mand, mørk teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, mand, mørk teint og medium til lys teint|mand|medium til lys teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👨🏽;kys: kvinde, mand, mørk teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, mand, mørk teint og medium teint|mand|medium teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👨🏾;kys: kvinde, mand, mørk teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand, mørk teint og medium til mørk teint|mand|medium til mørk teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👨🏿;kys: kvinde, mand og mørk teint;kærlighed|kvinde|kys|kys: kvinde, mand og mørk teint|mand|mørk teint|par med hjerte|romantik
👨‍❤️‍💋‍👨;kys: mand og mand;kærlighed|kys|kys: mand og mand|mand|par med hjerte|romantik
	👨🏻‍❤️‍💋‍👨🏻;kys: mand, mand og lys teint;kærlighed|kys|kys: mand, mand og lys teint|lys teint|mand|par med hjerte|romantik
	👨🏻‍❤️‍💋‍👨🏼;kys: mand, mand, lys teint og medium til lys teint;kærlighed|kys|kys: mand, mand, lys teint og medium til lys teint|lys teint|mand|medium til lys teint|par med hjerte|romantik
	👨🏻‍❤️‍💋‍👨🏽;kys: mand, mand, lys teint og medium teint;kærlighed|kys|kys: mand, mand, lys teint og medium teint|lys teint|mand|medium teint|par med hjerte|romantik
	👨🏻‍❤️‍💋‍👨🏾;kys: mand, mand, lys teint og medium til mørk teint;kærlighed|kys|kys: mand, mand, lys teint og medium til mørk teint|lys teint|mand|medium til mørk teint|par med hjerte|romantik
	👨🏻‍❤️‍💋‍👨🏿;kys: mand, mand, lys teint og mørk teint;kærlighed|kys|kys: mand, mand, lys teint og mørk teint|lys teint|mand|mørk teint|par med hjerte|romantik
	👨🏼‍❤️‍💋‍👨🏻;kys: mand, mand, medium til lys teint og lys teint;kærlighed|kys|kys: mand, mand, medium til lys teint og lys teint|lys teint|mand|medium til lys teint|par med hjerte|romantik
	👨🏼‍❤️‍💋‍👨🏼;kys: mand, mand og medium til lys teint;kærlighed|kys|kys: mand, mand og medium til lys teint|mand|medium til lys teint|par med hjerte|romantik
	👨🏼‍❤️‍💋‍👨🏽;kys: mand, mand, medium til lys teint og medium teint;kærlighed|kys|kys: mand, mand, medium til lys teint og medium teint|mand|medium teint|medium til lys teint|par med hjerte|romantik
	👨🏼‍❤️‍💋‍👨🏾;kys: mand, mand, medium til lys teint og medium til mørk teint;kærlighed|kys|kys: mand, mand, medium til lys teint og medium til mørk teint|mand|medium til lys teint|medium til mørk teint|par med hjerte|romantik
	👨🏼‍❤️‍💋‍👨🏿;kys: mand, mand, medium til lys teint og mørk teint;kærlighed|kys|kys: mand, mand, medium til lys teint og mørk teint|mand|medium til lys teint|mørk teint|par med hjerte|romantik
	👨🏽‍❤️‍💋‍👨🏻;kys: mand, mand, medium teint og lys teint;kærlighed|kys|kys: mand, mand, medium teint og lys teint|lys teint|mand|medium teint|par med hjerte|romantik
	👨🏽‍❤️‍💋‍👨🏼;kys: mand, mand, medium teint og medium til lys teint;kærlighed|kys|kys: mand, mand, medium teint og medium til lys teint|mand|medium teint|medium til lys teint|par med hjerte|romantik
	👨🏽‍❤️‍💋‍👨🏽;kys: mand, mand og medium teint;kærlighed|kys|kys: mand, mand og medium teint|mand|medium teint|par med hjerte|romantik
	👨🏽‍❤️‍💋‍👨🏾;kys: mand, mand, medium teint og medium til mørk teint;kærlighed|kys|kys: mand, mand, medium teint og medium til mørk teint|mand|medium teint|medium til mørk teint|par med hjerte|romantik
	👨🏽‍❤️‍💋‍👨🏿;kys: mand, mand, medium teint og mørk teint;kærlighed|kys|kys: mand, mand, medium teint og mørk teint|mand|medium teint|mørk teint|par med hjerte|romantik
	👨🏾‍❤️‍💋‍👨🏻;kys: mand, mand, medium til mørk teint og lys teint;kærlighed|kys|kys: mand, mand, medium til mørk teint og lys teint|lys teint|mand|medium til mørk teint|par med hjerte|romantik
	👨🏾‍❤️‍💋‍👨🏼;kys: mand, mand, medium til mørk teint og medium til lys teint;kærlighed|kys|kys: mand, mand, medium til mørk teint og medium til lys teint|mand|medium til lys teint|medium til mørk teint|par med hjerte|romantik
	👨🏾‍❤️‍💋‍👨🏽;kys: mand, mand, medium til mørk teint og medium teint;kærlighed|kys|kys: mand, mand, medium til mørk teint og medium teint|mand|medium teint|medium til mørk teint|par med hjerte|romantik
	👨🏾‍❤️‍💋‍👨🏾;kys: mand, mand og medium til mørk teint;kærlighed|kys|kys: mand, mand og medium til mørk teint|mand|medium til mørk teint|par med hjerte|romantik
	👨🏾‍❤️‍💋‍👨🏿;kys: mand, mand, medium til mørk teint og mørk teint;kærlighed|kys|kys: mand, mand, medium til mørk teint og mørk teint|mand|medium til mørk teint|mørk teint|par med hjerte|romantik
	👨🏿‍❤️‍💋‍👨🏻;kys: mand, mand, mørk teint og lys teint;kærlighed|kys|kys: mand, mand, mørk teint og lys teint|lys teint|mand|mørk teint|par med hjerte|romantik
	👨🏿‍❤️‍💋‍👨🏼;kys: mand, mand, mørk teint og medium til lys teint;kærlighed|kys|kys: mand, mand, mørk teint og medium til lys teint|mand|medium til lys teint|mørk teint|par med hjerte|romantik
	👨🏿‍❤️‍💋‍👨🏽;kys: mand, mand, mørk teint og medium teint;kærlighed|kys|kys: mand, mand, mørk teint og medium teint|mand|medium teint|mørk teint|par med hjerte|romantik
	👨🏿‍❤️‍💋‍👨🏾;kys: mand, mand, mørk teint og medium til mørk teint;kærlighed|kys|kys: mand, mand, mørk teint og medium til mørk teint|mand|medium til mørk teint|mørk teint|par med hjerte|romantik
	👨🏿‍❤️‍💋‍👨🏿;kys: mand, mand og mørk teint;kærlighed|kys|kys: mand, mand og mørk teint|mand|mørk teint|par med hjerte|romantik
👩‍❤️‍💋‍👩;kys: kvinde og kvinde;kærlighed|kvinde|kys|kys: kvinde og kvinde|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👩🏻;kys: kvinde, kvinde og lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde og lys teint|lys teint|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👩🏼;kys: kvinde, kvinde, lys teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, lys teint og medium til lys teint|lys teint|medium til lys teint|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👩🏽;kys: kvinde, kvinde, lys teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, lys teint og medium teint|lys teint|medium teint|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👩🏾;kys: kvinde, kvinde, lys teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, lys teint og medium til mørk teint|lys teint|medium til mørk teint|par med hjerte|romantik
	👩🏻‍❤️‍💋‍👩🏿;kys: kvinde, kvinde, lys teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, lys teint og mørk teint|lys teint|mørk teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👩🏻;kys: kvinde, kvinde, medium til lys teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til lys teint og lys teint|lys teint|medium til lys teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👩🏼;kys: kvinde, kvinde og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde og medium til lys teint|medium til lys teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👩🏽;kys: kvinde, kvinde, medium til lys teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til lys teint og medium teint|medium teint|medium til lys teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👩🏾;kys: kvinde, kvinde, medium til lys teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til lys teint og medium til mørk teint|medium til lys teint|medium til mørk teint|par med hjerte|romantik
	👩🏼‍❤️‍💋‍👩🏿;kys: kvinde, kvinde, medium til lys teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til lys teint og mørk teint|medium til lys teint|mørk teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👩🏻;kys: kvinde, kvinde, medium teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium teint og lys teint|lys teint|medium teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👩🏼;kys: kvinde, kvinde, medium teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium teint og medium til lys teint|medium teint|medium til lys teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👩🏽;kys: kvinde, kvinde og medium teint;kærlighed|kvinde|kys|kys: kvinde, kvinde og medium teint|medium teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👩🏾;kys: kvinde, kvinde, medium teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium teint og medium til mørk teint|medium teint|medium til mørk teint|par med hjerte|romantik
	👩🏽‍❤️‍💋‍👩🏿;kys: kvinde, kvinde, medium teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium teint og mørk teint|medium teint|mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👩🏻;kys: kvinde, kvinde, medium til mørk teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til mørk teint og lys teint|lys teint|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👩🏼;kys: kvinde, kvinde, medium til mørk teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til mørk teint og medium til lys teint|medium til lys teint|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👩🏽;kys: kvinde, kvinde, medium til mørk teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til mørk teint og medium teint|medium teint|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👩🏾;kys: kvinde, kvinde og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde og medium til mørk teint|medium til mørk teint|par med hjerte|romantik
	👩🏾‍❤️‍💋‍👩🏿;kys: kvinde, kvinde, medium til mørk teint og mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, medium til mørk teint og mørk teint|medium til mørk teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👩🏻;kys: kvinde, kvinde, mørk teint og lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, mørk teint og lys teint|lys teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👩🏼;kys: kvinde, kvinde, mørk teint og medium til lys teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, mørk teint og medium til lys teint|medium til lys teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👩🏽;kys: kvinde, kvinde, mørk teint og medium teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, mørk teint og medium teint|medium teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👩🏾;kys: kvinde, kvinde, mørk teint og medium til mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde, mørk teint og medium til mørk teint|medium til mørk teint|mørk teint|par med hjerte|romantik
	👩🏿‍❤️‍💋‍👩🏿;kys: kvinde, kvinde og mørk teint;kærlighed|kvinde|kys|kys: kvinde, kvinde og mørk teint|mørk teint|par med hjerte|romantik
💑;par med hjerte;kærlighed|par med hjerte|romantik
	💑🏻;par med hjerte: lys teint;kærlighed|lys teint|par med hjerte|par med hjerte: lys teint|romantik
	💑🏼;par med hjerte: medium til lys teint;kærlighed|medium til lys teint|par med hjerte|par med hjerte: medium til lys teint|romantik
	💑🏽;par med hjerte: medium teint;kærlighed|medium teint|par med hjerte|par med hjerte: medium teint|romantik
	💑🏾;par med hjerte: medium til mørk teint;kærlighed|medium til mørk teint|par med hjerte|par med hjerte: medium til mørk teint|romantik
	💑🏿;par med hjerte: mørk teint;kærlighed|mørk teint|par med hjerte|par med hjerte: mørk teint|romantik
	🧑🏻‍❤️‍🧑🏼;par med hjerte: voksen, voksen, lys teint og medium til lys teint;kærlighed|lys teint|medium til lys teint|par med hjerte|par med hjerte: voksen, voksen, lys teint og medium til lys teint|romantik|voksen
	🧑🏻‍❤️‍🧑🏽;par med hjerte: voksen, voksen, lys teint og medium teint;kærlighed|lys teint|medium teint|par med hjerte|par med hjerte: voksen, voksen, lys teint og medium teint|romantik|voksen
	🧑🏻‍❤️‍🧑🏾;par med hjerte: voksen, voksen, lys teint og medium til mørk teint;kærlighed|lys teint|medium til mørk teint|par med hjerte|par med hjerte: voksen, voksen, lys teint og medium til mørk teint|romantik|voksen
	🧑🏻‍❤️‍🧑🏿;par med hjerte: voksen, voksen, lys teint og mørk teint;kærlighed|lys teint|mørk teint|par med hjerte|par med hjerte: voksen, voksen, lys teint og mørk teint|romantik|voksen
	🧑🏼‍❤️‍🧑🏻;par med hjerte: voksen, voksen, medium til lys teint og lys teint;kærlighed|lys teint|medium til lys teint|par med hjerte|par med hjerte: voksen, voksen, medium til lys teint og lys teint|romantik|voksen
	🧑🏼‍❤️‍🧑🏽;par med hjerte: voksen, voksen, medium til lys teint og medium teint;kærlighed|medium teint|medium til lys teint|par med hjerte|par med hjerte: voksen, voksen, medium til lys teint og medium teint|romantik|voksen
	🧑🏼‍❤️‍🧑🏾;par med hjerte: voksen, voksen, medium til lys teint og medium til mørk teint;kærlighed|medium til lys teint|medium til mørk teint|par med hjerte|par med hjerte: voksen, voksen, medium til lys teint og medium til mørk teint|romantik|voksen
	🧑🏼‍❤️‍🧑🏿;par med hjerte: voksen, voksen, medium til lys teint og mørk teint;kærlighed|medium til lys teint|mørk teint|par med hjerte|par med hjerte: voksen, voksen, medium til lys teint og mørk teint|romantik|voksen
	🧑🏽‍❤️‍🧑🏻;par med hjerte: voksen, voksen, medium teint og lys teint;kærlighed|lys teint|medium teint|par med hjerte|par med hjerte: voksen, voksen, medium teint og lys teint|romantik|voksen
	🧑🏽‍❤️‍🧑🏼;par med hjerte: voksen, voksen, medium teint og medium til lys teint;kærlighed|medium teint|medium til lys teint|par med hjerte|par med hjerte: voksen, voksen, medium teint og medium til lys teint|romantik|voksen
	🧑🏽‍❤️‍🧑🏾;par med hjerte: voksen, voksen, medium teint og medium til mørk teint;kærlighed|medium teint|medium til mørk teint|par med hjerte|par med hjerte: voksen, voksen, medium teint og medium til mørk teint|romantik|voksen
	🧑🏽‍❤️‍🧑🏿;par med hjerte: voksen, voksen, medium teint og mørk teint;kærlighed|medium teint|mørk teint|par med hjerte|par med hjerte: voksen, voksen, medium teint og mørk teint|romantik|voksen
